split_name,document_id,transform_number,origin_class,generation_channel,prob_baseline,prob_transformed,delta_prob,applied_no_change,input_unchanged,features_match,sentinel_bound,status
holdout_topic,human_science_spbgu_0024,3,H,,0.0000826588,0.0000826588,0.0000000000,1,1,1,1.653260e-09,ok
holdout_author,human_science_urfu_0028,3,H,,0.0498320799,0.0498320799,0.0000000000,1,1,1,6.552821e-06,ok
holdout_genre_analytics,human_science_urfu_0028,3,H,,0.0082159912,0.0082159912,0.0000000000,1,1,1,1.601648e-06,ok
holdout_genre_commercial,human_science_urfu_0028,3,H,,0.0415372525,0.0415372525,0.0000000000,1,1,1,6.755151e-06,ok
holdout_genre_news,human_science_urfu_0028,3,H,,0.0622221385,0.0622221385,0.0000000000,1,1,1,7.638672e-06,ok
holdout_genre_prose,human_science_urfu_0028,3,H,,0.1537542093,0.1537542093,0.0000000000,1,1,1,9.002305e-06,ok
holdout_genre_science,human_science_urfu_0028,3,H,,0.0622221385,0.0622221385,0.0000000000,1,1,1,7.638672e-06,ok
holdout_genre_seo,human_science_urfu_0028,3,H,,0.0008264460,0.0008264460,-0.0000000000,1,1,1,3.714781e-07,ok
holdout_genre_translation,human_science_urfu_0028,3,H,,0.0622221385,0.0622221385,0.0000000000,1,1,1,7.638672e-06,ok
holdout_model_Anthropic,human_science_urfu_0028,3,H,,0.0046615820,0.0046615820,-0.0000000000,1,1,1,1.115353e-06,ok
holdout_model_DeepSeek,human_science_urfu_0028,3,H,,0.1994291994,0.1994291994,0.0000000000,1,1,1,1.063665e-05,ok
holdout_model_NVIDIA,human_science_urfu_0028,3,H,,0.0762740721,0.0762740721,-0.0000000000,1,1,1,8.964078e-06,ok
holdout_model_OpenAI,human_science_urfu_0028,3,H,,0.0351365638,0.0351365638,0.0000000000,1,1,1,3.772891e-06,ok
holdout_prompt_P1,human_science_urfu_0028,3,H,,0.0021616714,0.0021616714,0.0000000000,1,1,1,5.578122e-07,ok
holdout_prompt_P2,human_science_urfu_0028,3,H,,0.0077328365,0.0077328365,0.0000000000,1,1,1,1.804565e-06,ok
holdout_prompt_P3,human_science_urfu_0028,3,H,,0.4637714392,0.4637714392,0.0000000000,1,1,1,4.402799e-05,ok
holdout_source,human_science_urfu_0028,3,H,,0.1164941336,0.1164941336,0.0000000000,1,1,1,1.289408e-05,ok
holdout_time,human_science_urfu_0028,3,H,,0.0946638620,0.0946638620,-0.0000000000,1,1,1,1.131230e-05,ok
holdout_topic,human_science_urfu_0028,3,H,,0.0290587695,0.0290587695,0.0000000000,1,1,1,5.643626e-06,ok
holdout_genre_seo,human_seo_alaev_0004,3,H,,0.0309064768,0.0309064768,0.0000000000,1,1,1,1.347389e-06,ok
holdout_source,human_seo_alaev_0004,3,H,,0.0211970399,0.0211970399,-0.0000000000,1,1,1,2.599245e-07,ok
holdout_genre_seo,human_seo_convertmonster_0001,3,H,,0.3882731123,0.3882731123,-0.0000000000,1,1,1,1.068495e-04,ok
holdout_genre_seo,human_seo_devaka_ru_0004,3,H,,0.9999365638,0.9999365638,0.0000000000,1,1,1,2.853562e-08,ok
holdout_genre_seo,human_seo_drmax_0002,3,H,,0.2448935390,0.2448935390,-0.0000000000,1,1,1,8.318850e-06,ok
holdout_source,human_seo_drmax_0002,3,H,,0.0055396942,0.0055396942,0.0000000000,1,1,1,6.901603e-08,ok
holdout_genre_seo,human_seo_drmax_su_0001,3,H,,0.3429300357,0.3429300357,0.0000000000,1,1,1,1.013666e-04,ok
holdout_author,human_seo_labrika_0002,3,H,,0.0032088143,0.0032088143,0.0000000000,1,1,1,4.426574e-07,ok
holdout_genre_seo,human_seo_labrika_0002,3,H,,0.0075817195,0.0075817195,0.0000000000,1,1,1,3.384856e-06,ok
holdout_author,nemotron_b012_P1_r1,3,A,nemotron,0.9982747345,0.9682774899,-0.0299972447,1,0,0,4.250953e-07,ok
holdout_genre_seo,nemotron_b012_P1_r1,3,A,nemotron,0.9999999470,0.9999681642,-0.0000317828,1,0,0,1.432119e-09,ok
holdout_model_NVIDIA,nemotron_b012_P1_r1,3,A,nemotron,0.9986365448,0.9732800192,-0.0253565256,1,0,0,3.308716e-07,ok
holdout_prompt_P1,nemotron_b012_P1_r1,3,A,nemotron,1.0000000000,0.9999999999,-0.0000000001,1,0,0,1.554312e-15,ok
holdout_source,nemotron_b012_P1_r1,3,A,nemotron,0.9971137353,0.9705012231,-0.0266125122,1,0,0,3.586550e-07,ok
holdout_topic,nemotron_b012_P1_r1,3,A,nemotron,0.9999990293,0.9999260833,-0.0000729460,1,0,0,1.478423e-09,ok
holdout_author,nemotron_b015_P3_r2,3,A,nemotron,0.0195054415,0.0195055739,0.0000001323,1,1,1,2.646810e-07,ok
holdout_genre_seo,nemotron_b015_P3_r2,3,A,nemotron,0.2447480027,0.2447521605,0.0000041578,1,1,1,8.315604e-06,ok
holdout_model_NVIDIA,nemotron_b015_P3_r2,3,A,nemotron,0.0209882766,0.0209884073,0.0000001307,1,1,1,2.614285e-07,ok
holdout_prompt_P3,nemotron_b015_P3_r2,3,A,nemotron,0.0000568032,0.0000568037,0.0000000005,1,1,1,1.005604e-09,ok
holdout_source,nemotron_b015_P3_r2,3,A,nemotron,0.0278059013,0.0278060706,0.0000001693,1,1,1,3.386642e-07,ok
holdout_author,nemotron_b016_P1_r1,3,A,nemotron,0.9675922377,0.9166068587,-0.0509853790,1,0,0,1.057870e-06,ok
holdout_genre_analytics,nemotron_b016_P1_r1,3,A,nemotron,0.9998965244,0.9995748369,-0.0003216875,1,0,0,8.353354e-09,ok
holdout_model_NVIDIA,nemotron_b016_P1_r1,3,A,nemotron,0.9776833718,0.9406328702,-0.0370505017,1,0,0,7.104799e-07,ok
holdout_prompt_P1,nemotron_b016_P1_r1,3,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,1,0,0,0.000000e+00,ok
holdout_source,nemotron_b016_P1_r1,3,A,nemotron,0.9758566949,0.9496498361,-0.0262068589,1,0,0,5.990197e-07,ok
holdout_topic,nemotron_b016_P1_r1,3,A,nemotron,0.9999611556,0.9998481669,-0.0001129887,1,0,0,3.036606e-09,ok
holdout_author,nemotron_b022_P3_r2,3,A,nemotron,0.9387330514,0.7794671397,-0.1592659117,1,0,0,2.378976e-06,ok
holdout_genre_analytics,nemotron_b022_P3_r2,3,A,nemotron,0.9972815035,0.9753645439,-0.0219169596,1,0,0,4.722996e-07,ok
holdout_model_NVIDIA,nemotron_b022_P3_r2,3,A,nemotron,0.9481045292,0.8025046214,-0.1455999078,1,0,0,2.016462e-06,ok
holdout_prompt_P3,nemotron_b022_P3_r2,3,A,nemotron,0.9943933951,0.8458403279,-0.1485530671,1,0,0,2.308522e-06,ok
holdout_source,nemotron_b022_P3_r2,3,A,nemotron,0.9404700543,0.8287488954,-0.1117211589,1,0,0,1.778005e-06,ok
holdout_author,nemotron_b028_P1_r2,3,A,nemotron,0.9653921132,0.4724313801,-0.4929607331,1,0,0,3.449345e-06,ok
holdout_genre_analytics,nemotron_b028_P1_r2,3,A,nemotron,0.9999189498,0.9877296453,-0.0121893045,1,0,0,2.382239e-07,ok
holdout_model_NVIDIA,nemotron_b028_P1_r2,3,A,nemotron,0.9741148526,0.5323061989,-0.4418086537,1,0,0,3.167442e-06,ok
holdout_prompt_P1,nemotron_b028_P1_r2,3,A,nemotron,1.0000000000,0.9999999834,-0.0000000166,1,0,0,4.301004e-13,ok
holdout_source,nemotron_b028_P1_r2,3,A,nemotron,0.9523351584,0.5553770426,-0.3969581158,1,0,0,3.093546e-06,ok
holdout_topic,nemotron_b028_P1_r2,3,A,nemotron,0.9999861627,0.9982459453,-0.0017402174,1,0,0,3.502424e-08,ok
holdout_author,nemotron_b033_P2_r2,3,A,nemotron,0.9986335624,0.9862427090,-0.0123908535,1,0,0,1.877741e-07,ok
holdout_genre_commercial,nemotron_b033_P2_r2,3,A,nemotron,0.9999993657,0.9999847468,-0.0000146189,1,0,0,2.588069e-10,ok
holdout_model_NVIDIA,nemotron_b033_P2_r2,3,A,nemotron,0.9989828840,0.9893262240,-0.0096566600,1,0,0,1.343517e-07,ok
holdout_prompt_P2,nemotron_b033_P2_r2,3,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,1,0,0,0.000000e+00,ok
holdout_source,nemotron_b033_P2_r2,3,A,nemotron,0.9979039627,0.9864244717,-0.0114794909,1,0,0,1.677634e-07,ok
holdout_author,nemotron_b038_P1_r2,3,A,nemotron,0.9981939045,0.9898839959,-0.0083099086,1,0,0,1.385837e-07,ok
holdout_genre_commercial,nemotron_b038_P1_r2,3,A,nemotron,0.9999995715,0.9999951788,-0.0000043927,1,0,0,8.180423e-11,ok
holdout_model_NVIDIA,nemotron_b038_P1_r2,3,A,nemotron,0.9985188669,0.9913543124,-0.0071645545,1,0,0,1.090471e-07,ok
holdout_prompt_P1,nemotron_b038_P1_r2,3,A,nemotron,1.0000000000,1.0000000000,-0.0000000000,1,0,0,0.000000e+00,ok
holdout_source,nemotron_b038_P1_r2,3,A,nemotron,0.9978453070,0.9916273431,-0.0062179639,1,0,0,1.040132e-07,ok
holdout_genre_seo,real_claude_b015_P2_r1,3,A,real_claude,0.9998160243,0.9968198570,-0.0029961673,1,0,0,1.426071e-07,ok
holdout_model_Anthropic,real_claude_b015_P2_r1,3,A,real_claude,0.9999999416,0.9999980944,-0.0000018471,1,0,0,4.580747e-11,ok
holdout_prompt_P2,real_claude_b015_P2_r1,3,A,real_claude,0.9999999840,0.9999995257,-0.0000004583,1,0,0,1.115508e-11,ok
holdout_source,real_claude_b015_P2_r1,3,A,real_claude,0.9898753017,0.9623286414,-0.0275466602,1,0,0,4.541627e-07,ok
holdout_genre_analytics,real_claude_b018_P3_r2,3,A,real_claude,0.9994748555,0.9958362374,-0.0036386181,1,0,0,8.150119e-08,ok
holdout_model_Anthropic,real_claude_b018_P3_r2,3,A,real_claude,0.9999980965,0.9999668952,-0.0000312013,1,0,0,7.957656e-10,ok
holdout_prompt_P3,real_claude_b018_P3_r2,3,A,real_claude,0.9999302554,0.9982336369,-0.0016966185,1,0,0,3.121671e-08,ok
holdout_source,real_claude_b018_P3_r2,3,A,real_claude,0.9928149947,0.9788956546,-0.0139193401,1,0,0,2.588124e-07,ok
holdout_genre_analytics,real_claude_b024_P1_r2,3,A,real_claude,0.9999837230,0.9998606968,-0.0001230262,1,0,0,2.737730e-09,ok
holdout_model_Anthropic,real_claude_b024_P1_r2,3,A,real_claude,1.0000000000,0.9999999999,-0.0000000001,1,0,0,2.442491e-15,ok
holdout_prompt_P1,real_claude_b024_P1_r2,3,A,real_claude,1.0000000000,1.0000000000,-0.0000000000,1,0,0,2.220446e-16,ok
holdout_source,real_claude_b024_P1_r2,3,A,real_claude,0.9971070283,0.9916593136,-0.0054477147,1,0,0,1.036194e-07,ok
holdout_topic,real_claude_b024_P1_r2,3,A,real_claude,0.9999896962,0.9999130555,-0.0000766406,1,0,0,1.738970e-09,ok
holdout_genre_analytics,real_claude_b025_P2_r1,3,A,real_claude,0.9999529505,0.9991334396,-0.0008195109,1,0,0,1.701815e-08,ok
holdout_model_Anthropic,real_claude_b025_P2_r1,3,A,real_claude,0.9999999647,0.9999981299,-0.0000018348,1,0,0,4.495448e-11,ok
holdout_prompt_P2,real_claude_b025_P2_r1,3,A,real_claude,0.9999999880,0.9999994613,-0.0000005267,1,0,0,1.266942e-11,ok
holdout_source,real_claude_b025_P2_r1,3,A,real_claude,0.9956893965,0.9794467136,-0.0162426829,1,0,0,2.521964e-07,ok
holdout_genre_commercial,real_claude_b034_P2_r2,3,A,real_claude,0.9999323767,0.9992677402,-0.0006646365,1,0,0,1.241564e-08,ok
holdout_model_Anthropic,real_claude_b034_P2_r2,3,A,real_claude,0.9999999722,0.9999991105,-0.0000008617,1,0,0,2.138190e-11,ok
holdout_prompt_P2,real_claude_b034_P2_r2,3,A,real_claude,0.9999999909,0.9999997459,-0.0000002451,1,0,0,5.976553e-12,ok
holdout_source,real_claude_b034_P2_r2,3,A,real_claude,0.9907322628,0.9643582172,-0.0263740456,1,0,0,4.306005e-07,ok
holdout_genre_commercial,real_claude_b040_P3_r2,3,A,real_claude,0.9998749574,0.9979515540,-0.0019234034,1,0,0,3.468615e-08,ok
holdout_model_Anthropic,real_claude_b040_P3_r2,3,A,real_claude,0.9999999007,0.9999939090,-0.0000059916,1,0,0,1.464171e-10,ok
holdout_prompt_P3,real_claude_b040_P3_r2,3,A,real_claude,0.9999862858,0.9985270296,-0.0014592562,1,0,0,2.603927e-08,ok
holdout_source,real_claude_b040_P3_r2,3,A,real_claude,0.9936644910,0.9695225318,-0.0241419592,1,0,0,3.701805e-07,ok
holdout_genre_commercial,real_claude_b042_P3_r2,3,A,real_claude,0.9994525562,0.9938624312,-0.0055901250,1,0,0,1.035010e-07,ok
holdout_model_Anthropic,real_claude_b042_P3_r2,3,A,real_claude,0.9999971407,0.9998928944,-0.0001042463,1,0,0,2.574388e-09,ok
holdout_prompt_P3,real_claude_b042_P3_r2,3,A,real_claude,0.9998681421,0.9925634358,-0.0073047063,1,0,0,1.306789e-07,ok
holdout_source,real_claude_b042_P3_r2,3,A,real_claude,0.9867633984,0.9494311867,-0.0373322117,1,0,0,6.014825e-07,ok
holdout_genre_commercial,real_claude_b045_P3_r1,3,A,real_claude,0.9994951803,0.9946430240,-0.0048521563,1,0,0,9.040845e-08,ok
holdout_model_Anthropic,real_claude_b045_P3_r1,3,A,real_claude,0.9999999619,0.9999988221,-0.0000011397,1,0,0,2.831491e-11,ok
holdout_prompt_P3,real_claude_b045_P3_r1,3,A,real_claude,0.9998425216,0.9917534734,-0.0080890483,1,0,0,1.447937e-07,ok
holdout_source,real_claude_b045_P3_r1,3,A,real_claude,0.9888806109,0.9582708777,-0.0306097332,1,0,0,5.009614e-07,ok
holdout_genre_seo,deepseek_pro_b002_P3_r1,4,A,deepseek_pro,0.9384346476,0.9333218637,-0.0051127839,0,0,0,2.799579e-06,ok
holdout_model_DeepSeek,deepseek_pro_b002_P3_r1,4,A,deepseek_pro,0.4467281403,0.4666565837,0.0199284434,0,0,0,1.658138e-06,ok
holdout_prompt_P3,deepseek_pro_b002_P3_r1,4,A,deepseek_pro,0.1059064841,0.0984879949,-0.0074184891,0,0,0,1.571917e-06,ok
holdout_genre_seo,deepseek_pro_b004_P2_r1,4,A,deepseek_pro,0.9999996946,0.9999988957,-0.0000007989,0,0,0,4.967660e-11,ok
holdout_model_DeepSeek,deepseek_pro_b004_P2_r1,4,A,deepseek_pro,0.9535257519,0.9378723783,-0.0156533736,0,0,0,3.881904e-07,ok
holdout_prompt_P2,deepseek_pro_b004_P2_r1,4,A,deepseek_pro,0.9999996438,0.9999995930,-0.0000000508,0,0,0,9.571899e-12,ok
holdout_topic,deepseek_pro_b004_P2_r1,4,A,deepseek_pro,0.9998966880,0.9997439811,-0.0001527069,0,0,0,5.119751e-09,ok
holdout_genre_seo,deepseek_pro_b007_P3_r2,4,A,deepseek_pro,0.9971750847,0.9931313325,-0.0040437522,0,0,0,3.068718e-07,ok
holdout_model_DeepSeek,deepseek_pro_b007_P3_r2,4,A,deepseek_pro,0.7683701424,0.7532471370,-0.0151230054,0,0,0,1.238272e-06,ok
holdout_prompt_P3,deepseek_pro_b007_P3_r2,4,A,deepseek_pro,0.9993393880,0.9990362560,-0.0003031320,0,0,0,1.704582e-08,ok
holdout_topic,deepseek_pro_b007_P3_r2,4,A,deepseek_pro,0.9921408218,0.9884564129,-0.0036844090,0,0,0,2.282371e-07,ok
holdout_genre_seo,deepseek_pro_b009_P1_r1,4,A,deepseek_pro,0.9999993006,0.9999991191,-0.0000001815,0,0,0,3.962752e-11,ok
holdout_model_DeepSeek,deepseek_pro_b009_P1_r1,4,A,deepseek_pro,0.8398306032,0.8423331963,0.0025025931,0,0,0,8.847907e-07,ok
holdout_prompt_P1,deepseek_pro_b009_P1_r1,4,A,deepseek_pro,0.9999653428,0.9999627778,-0.0000025649,0,0,0,9.625508e-10,ok
holdout_genre_seo,deepseek_pro_b009_P2_r2,4,A,deepseek_pro,0.9999996684,0.9999993152,-0.0000003532,0,0,0,3.080525e-11,ok
holdout_model_DeepSeek,deepseek_pro_b009_P2_r2,4,A,deepseek_pro,0.9615669801,0.9550070217,-0.0065599584,0,0,0,2.862646e-07,ok
holdout_prompt_P2,deepseek_pro_b009_P2_r2,4,A,deepseek_pro,0.9999724825,0.9999571492,-0.0000153333,0,0,0,1.007733e-09,ok
holdout_genre_analytics,deepseek_pro_b021_P2_r2,4,A,deepseek_pro,0.9987461847,0.9991623337,0.0004161490,0,0,0,1.645118e-08,ok
holdout_model_DeepSeek,deepseek_pro_b021_P2_r2,4,A,deepseek_pro,0.9475340751,0.9559335569,0.0083994819,0,0,0,2.806416e-07,ok
holdout_prompt_P2,deepseek_pro_b021_P2_r2,4,A,deepseek_pro,0.9999503552,0.9999719746,0.0000216194,0,0,0,6.590900e-10,ok
holdout_genre_commercial,deepseek_pro_b037_P2_r2,4,A,deepseek_pro,0.9999948189,0.9999894840,-0.0000053349,0,0,0,1.784295e-10,ok
holdout_model_DeepSeek,deepseek_pro_b037_P2_r2,4,A,deepseek_pro,0.9886759743,0.9847330199,-0.0039429544,0,0,0,1.001585e-07,ok
holdout_prompt_P2,deepseek_pro_b037_P2_r2,4,A,deepseek_pro,1.0000000000,1.0000000000,-0.0000000000,0,0,0,0.000000e+00,ok
holdout_topic,deepseek_pro_b037_P2_r2,4,A,deepseek_pro,0.9999978183,0.9999947880,-0.0000030303,0,0,0,1.042539e-10,ok
holdout_genre_commercial,deepseek_pro_b038_P1_r2,4,A,deepseek_pro,0.9855448684,0.9909817482,0.0054368797,0,0,0,1.516387e-07,ok
holdout_model_DeepSeek,deepseek_pro_b038_P1_r2,4,A,deepseek_pro,0.8299093935,0.8546643446,0.0247549511,0,0,0,8.275307e-07,ok
holdout_prompt_P1,deepseek_pro_b038_P1_r2,4,A,deepseek_pro,0.9975401169,0.9987293857,0.0011892688,0,0,0,3.281706e-08,ok
holdout_genre_seo,gpt_b004_P1_r1,4,A,gpt,0.9984377477,0.9874261423,-0.0110116053,0,0,0,5.585357e-07,ok
holdout_model_OpenAI,gpt_b004_P1_r1,4,A,gpt,0.5322813368,0.3949674975,-0.1373138392,0,0,0,2.659434e-06,ok
holdout_prompt_P1,gpt_b004_P1_r1,4,A,gpt,0.7280240480,0.4546314240,-0.2733926240,0,0,0,6.411914e-06,ok
holdout_topic,gpt_b004_P1_r1,4,A,gpt,0.7070796654,0.4842688372,-0.2228108281,0,0,0,4.995718e-06,ok
holdout_genre_seo,gpt_b004_P3_r1,4,A,gpt,0.9995901439,0.9983619119,-0.0012282320,0,0,0,7.357039e-08,ok
holdout_model_OpenAI,gpt_b004_P3_r1,4,A,gpt,0.5962582080,0.5195605382,-0.0766976698,0,0,0,2.777947e-06,ok
holdout_prompt_P3,gpt_b004_P3_r1,4,A,gpt,0.9412422960,0.8861358994,-0.0551063966,0,0,0,1.786332e-06,ok
holdout_topic,gpt_b004_P3_r1,4,A,gpt,0.7945858750,0.6764032139,-0.1181826611,0,0,0,4.378223e-06,ok
holdout_genre_analytics,gpt_b021_P3_r2,4,A,gpt,0.9985229709,0.9983589053,-0.0001640656,0,0,0,3.220404e-08,ok
holdout_model_OpenAI,gpt_b021_P3_r2,4,A,gpt,0.9803591343,0.9791658222,-0.0011933121,0,0,0,2.270292e-07,ok
holdout_prompt_P3,gpt_b021_P3_r2,4,A,gpt,0.9999524627,0.9999549201,0.0000024574,0,0,0,7.980647e-10,ok
holdout_genre_analytics,gpt_b026_P1_r1,4,A,gpt,0.9970392415,0.9963882125,-0.0006510290,0,0,0,7.073605e-08,ok
holdout_model_OpenAI,gpt_b026_P1_r1,4,A,gpt,0.9718840039,0.9666218696,-0.0052621342,0,0,0,3.590606e-07,ok
holdout_prompt_P1,gpt_b026_P1_r1,4,A,gpt,0.9999191104,0.9998903224,-0.0000287880,0,0,0,2.836014e-09,ok
holdout_topic,gpt_b026_P1_r1,4,A,gpt,0.9986954704,0.9983449808,-0.0003504896,0,0,0,3.305002e-08,ok
holdout_genre_analytics,gpt_b028_P2_r1,4,A,gpt,0.9995092909,0.9993289413,-0.0001803496,0,0,0,1.318132e-08,ok
holdout_model_OpenAI,gpt_b028_P2_r1,4,A,gpt,0.9915344759,0.9908777170,-0.0006567589,0,0,0,1.005941e-07,ok
holdout_prompt_P2,gpt_b028_P2_r1,4,A,gpt,0.9999618310,0.9999470215,-0.0000148095,0,0,0,1.245895e-09,ok
holdout_topic,gpt_b028_P2_r1,4,A,gpt,0.9994109856,0.9992257037,-0.0001852819,0,0,0,1.547600e-08,ok
holdout_genre_commercial,gpt_b031_P1_r1,4,A,gpt,0.9996086043,0.9995117417,-0.0000968626,0,0,0,8.280557e-09,ok
holdout_model_OpenAI,gpt_b031_P1_r1,4,A,gpt,0.9903669985,0.9888545720,-0.0015124265,0,0,0,1.226530e-07,ok
holdout_prompt_P1,gpt_b031_P1_r1,4,A,gpt,0.9999381406,0.9999130285,-0.0000251121,0,0,0,2.248937e-09,ok
holdout_genre_commercial,gpt_b040_P2_r1,4,A,gpt,0.9999403631,0.9999184370,-0.0000219261,0,0,0,1.383821e-09,ok
holdout_model_OpenAI,gpt_b040_P2_r1,4,A,gpt,0.9977304127,0.9971237294,-0.0006066832,0,0,0,3.191743e-08,ok
holdout_prompt_P2,gpt_b040_P2_r1,4,A,gpt,0.9999997231,0.9999995570,-0.0000001661,0,0,0,1.041767e-11,ok
holdout_author,human_hard_rusltc_0001,4,H,,0.0159988492,0.0159988492,0.0000000000,1,1,1,2.178729e-07,ok
holdout_genre_analytics,human_hard_rusltc_0001,4,H,,0.0006734018,0.0006734018,-0.0000000000,1,1,1,1.322732e-08,ok
holdout_genre_commercial,human_hard_rusltc_0001,4,H,,0.0005292601,0.0005292601,0.0000000000,1,1,1,8.975555e-09,ok
holdout_genre_news,human_hard_rusltc_0001,4,H,,0.0065516677,0.0065516677,0.0000000000,1,1,1,8.520599e-08,ok
holdout_genre_prose,human_hard_rusltc_0001,4,H,,0.2022503757,0.2022503757,0.0000000000,1,1,1,1.116313e-06,ok
holdout_genre_science,human_hard_rusltc_0001,4,H,,0.0065516677,0.0065516677,0.0000000000,1,1,1,8.520599e-08,ok
holdout_genre_seo,human_hard_rusltc_0001,4,H,,0.0000069243,0.0000069243,0.0000000000,1,1,1,3.114961e-10,ok
holdout_genre_translation,human_hard_rusltc_0001,4,H,,0.0065516677,0.0065516677,0.0000000000,1,1,1,8.520599e-08,ok
holdout_model_Anthropic,human_hard_rusltc_0001,4,H,,0.0000764282,0.0000764282,0.0000000000,1,1,1,1.837083e-09,ok
holdout_model_DeepSeek,human_hard_rusltc_0001,4,H,,0.0909412422,0.0909412422,0.0000000000,1,1,1,5.507686e-07,ok
holdout_model_NVIDIA,human_hard_rusltc_0001,4,H,,0.0141284119,0.0141284119,0.0000000000,1,1,1,1.772145e-07,ok
holdout_model_OpenAI,human_hard_rusltc_0001,4,H,,0.0083538753,0.0083538753,0.0000000000,1,1,1,9.219212e-08,ok
holdout_prompt_P1,human_hard_rusltc_0001,4,H,,0.0001462113,0.0001462113,-0.0000000000,1,1,1,3.780556e-09,ok
holdout_prompt_P2,human_hard_rusltc_0001,4,H,,0.0000848641,0.0000848641,-0.0000000000,1,1,1,1.995686e-09,ok
holdout_prompt_P3,human_hard_rusltc_0001,4,H,,0.0000002655,0.0000002655,0.0000000000,1,1,1,4.700764e-12,ok
holdout_source,human_hard_rusltc_0001,4,H,,0.0198229688,0.0198229688,-0.0000000000,1,1,1,2.434165e-07,ok
holdout_time,human_hard_rusltc_0001,4,H,,0.0042255657,0.0042255657,0.0000000000,1,1,1,5.553961e-08,ok
holdout_topic,human_hard_rusltc_0001,4,H,,0.0009472274,0.0009472274,0.0000000000,1,1,1,1.892913e-08,ok
holdout_author,human_hard_rusltc_0002,4,H,,0.0013296446,0.0013296446,-0.0000000000,1,1,1,1.837709e-07,ok
holdout_genre_analytics,human_hard_rusltc_0002,4,H,,0.0001161221,0.0001161221,0.0000000000,1,1,1,2.282205e-08,ok
holdout_genre_commercial,human_hard_rusltc_0002,4,H,,0.0001499746,0.0001499746,0.0000000000,1,1,1,2.544336e-08,ok
holdout_genre_news,human_hard_rusltc_0002,4,H,,0.0012190808,0.0012190808,0.0000000000,1,1,1,1.593954e-07,ok
holdout_genre_prose,human_hard_rusltc_0002,4,H,,0.0243980505,0.0243980505,0.0000000000,1,1,1,1.646865e-06,ok
holdout_genre_science,human_hard_rusltc_0002,4,H,,0.0012190808,0.0012190808,0.0000000000,1,1,1,1.593954e-07,ok
holdout_genre_seo,human_hard_rusltc_0002,4,H,,0.0000092223,0.0000092223,0.0000000000,1,1,1,4.148706e-09,ok
holdout_genre_translation,human_hard_rusltc_0002,4,H,,0.0012190808,0.0012190808,0.0000000000,1,1,1,1.593954e-07,ok
holdout_model_Anthropic,human_hard_rusltc_0002,4,H,,0.0000101597,0.0000101597,-0.0000000000,1,1,1,2.442213e-09,ok
holdout_model_DeepSeek,human_hard_rusltc_0002,4,H,,0.0307927102,0.0307927102,0.0000000000,1,1,1,1.988296e-06,ok
holdout_model_NVIDIA,human_hard_rusltc_0002,4,H,,0.0016224920,0.0016224920,0.0000000000,1,1,1,2.060928e-07,ok
holdout_model_OpenAI,human_hard_rusltc_0002,4,H,,0.0017875706,0.0017875706,0.0000000000,1,1,1,1.985799e-07,ok
holdout_prompt_P1,human_hard_rusltc_0002,4,H,,0.0000123673,0.0000123673,0.0000000000,1,1,1,3.198215e-09,ok
holdout_prompt_P2,human_hard_rusltc_0002,4,H,,0.0000157650,0.0000157650,0.0000000000,1,1,1,3.707589e-09,ok
holdout_prompt_P3,human_hard_rusltc_0002,4,H,,0.0000000383,0.0000000383,-0.0000000000,1,1,1,6.779462e-12,ok
holdout_source,human_hard_rusltc_0002,4,H,,0.0028465254,0.0028465254,0.0000000000,1,1,1,3.555935e-07,ok
holdout_time,human_hard_rusltc_0002,4,H,,0.0015245744,0.0015245744,0.0000000000,1,1,1,2.009292e-07,ok
holdout_topic,human_hard_rusltc_0002,4,H,,0.0001063952,0.0001063952,0.0000000000,1,1,1,2.127962e-08,ok
holdout_author,human_hard_rusltc_0003,4,H,,0.0312843519,0.0312843519,0.0000000000,1,1,1,4.194135e-06,ok
holdout_genre_analytics,human_hard_rusltc_0003,4,H,,0.0059659576,0.0059659576,0.0000000000,1,1,1,1.165659e-06,ok
holdout_genre_commercial,human_hard_rusltc_0003,4,H,,0.0141914631,0.0141914631,0.0000000000,1,1,1,2.373787e-06,ok
holdout_genre_news,human_hard_rusltc_0003,4,H,,0.0268210652,0.0268210652,0.0000000000,1,1,1,3.416974e-06,ok
holdout_genre_prose,human_hard_rusltc_0003,4,H,,0.3560151828,0.3560151828,0.0000000000,1,1,1,1.586260e-05,ok
holdout_genre_science,human_hard_rusltc_0003,4,H,,0.0268210652,0.0268210652,0.0000000000,1,1,1,3.416974e-06,ok
holdout_genre_seo,human_hard_rusltc_0003,4,H,,0.0000001335,0.0000001335,-0.0000000000,1,1,1,6.007094e-11,ok
holdout_genre_translation,human_hard_rusltc_0003,4,H,,0.0268210652,0.0268210652,0.0000000000,1,1,1,3.416974e-06,ok
holdout_model_Anthropic,human_hard_rusltc_0003,4,H,,0.0013721489,0.0013721489,0.0000000000,1,1,1,3.293921e-07,ok
holdout_model_DeepSeek,human_hard_rusltc_0003,4,H,,0.1408591079,0.1408591079,0.0000000000,1,1,1,8.062425e-06,ok
holdout_model_NVIDIA,human_hard_rusltc_0003,4,H,,0.0343927252,0.0343927252,0.0000000000,1,1,1,4.225253e-06,ok
