split_name,document_id,origin_class,generation_channel,prob_ai,decision_ai,C
holdout_genre_news,human_news_gazeta_0021,H,,0.0183153761,0,0.1
holdout_genre_news,human_news_gazeta_0022,H,,0.0208212975,0,0.1
holdout_genre_news,human_news_gazeta_0023,H,,0.0003616001,0,0.1
holdout_genre_news,human_news_gazeta_0024,H,,0.0038479333,0,0.1
holdout_genre_news,human_news_gazeta_0025,H,,0.0056498276,0,0.1
holdout_genre_news,human_news_gazeta_0026,H,,0.0008482718,0,0.1
holdout_genre_news,human_news_gazeta_0027,H,,0.0014370392,0,0.1
holdout_genre_news,human_news_gazeta_0028,H,,0.0003036686,0,0.1
holdout_genre_news,human_news_gazeta_0029,H,,0.0400635330,0,0.1
holdout_genre_news,human_news_gazeta_0030,H,,0.3700613528,0,0.1
holdout_genre_news,human_news_gazeta_0031,H,,0.0324939844,0,0.1
holdout_genre_news,human_news_gazeta_0032,H,,0.0017036330,0,0.1
holdout_genre_news,human_news_gazeta_0033,H,,0.0066572947,0,0.1
holdout_genre_news,human_news_gazeta_0034,H,,0.1285622017,0,0.1
holdout_genre_news,human_news_gazeta_0035,H,,0.0599455199,0,0.1
holdout_genre_news,human_news_gazeta_0036,H,,0.0032316929,0,0.1
holdout_genre_news,human_news_gazeta_0037,H,,0.2377013958,0,0.1
holdout_genre_news,human_news_gazeta_0038,H,,0.2790832429,0,0.1
holdout_genre_news,human_news_gazeta_0039,H,,0.0313810364,0,0.1
holdout_genre_news,human_news_gazeta_0040,H,,0.0192485111,0,0.1
holdout_genre_news,human_news_gazeta_0041,H,,0.0002172591,0,0.1
holdout_genre_news,human_news_gazeta_0042,H,,0.0072675734,0,0.1
holdout_genre_news,human_news_gazeta_0043,H,,0.0743750974,0,0.1
holdout_genre_news,human_news_gazeta_0044,H,,0.0011294199,0,0.1
holdout_genre_news,human_news_gazeta_0045,H,,0.0015489871,0,0.1
holdout_genre_news,human_news_gazeta_0046,H,,0.0002554153,0,0.1
holdout_genre_news,human_news_gazeta_0047,H,,0.0052127724,0,0.1
holdout_genre_news,human_news_gazeta_0048,H,,0.1004177878,0,0.1
holdout_genre_news,human_news_gazeta_0049,H,,0.1134723894,0,0.1
holdout_genre_news,human_news_gazeta_0050,H,,0.0069429098,0,0.1
holdout_genre_news,human_news_gazeta_0051,H,,0.0019713221,0,0.1
holdout_genre_news,human_news_gazeta_0052,H,,0.1534881623,0,0.1
holdout_genre_news,human_news_gazeta_0053,H,,0.0449253864,0,0.1
holdout_genre_news,human_news_gazeta_0054,H,,0.0381788030,0,0.1
holdout_genre_news,human_news_gazeta_0055,H,,0.0007178264,0,0.1
holdout_genre_news,human_news_gazeta_0056,H,,0.0033873824,0,0.1
holdout_genre_news,human_news_gazeta_0057,H,,0.0758702970,0,0.1
holdout_genre_news,human_news_gazeta_0058,H,,0.0084366822,0,0.1
holdout_genre_news,human_news_gazeta_0059,H,,0.0028448253,0,0.1
holdout_genre_news,human_news_gazeta_0060,H,,0.0004565348,0,0.1
holdout_genre_news,human_news_lenta_0001,H,,0.0519090441,0,0.1
holdout_genre_news,human_news_lenta_0002,H,,0.0018965595,0,0.1
holdout_genre_news,human_news_lenta_0004,H,,0.0369553550,0,0.1
holdout_genre_news,human_news_lenta_0007,H,,0.0000000000,0,0.1
holdout_genre_news,human_news_lenta_0009,H,,0.0074791167,0,0.1
holdout_genre_news,human_news_lenta_0010,H,,0.0000002328,0,0.1
holdout_genre_news,human_news_lenta_0012,H,,0.0027906971,0,0.1
holdout_genre_news,human_news_lenta_0013,H,,0.0445618856,0,0.1
holdout_genre_news,human_news_lenta_0014,H,,0.0042485896,0,0.1
holdout_genre_news,human_news_lenta_0015,H,,0.0458591438,0,0.1
holdout_genre_news,human_news_lenta_0016,H,,0.0088620986,0,0.1
holdout_genre_news,human_news_lenta_0017,H,,0.0000016895,0,0.1
holdout_genre_news,human_news_lenta_0018,H,,0.0000107380,0,0.1
holdout_genre_news,human_news_lenta_0021,H,,0.0534449236,0,0.1
holdout_genre_news,human_news_lenta_0022,H,,0.0007498163,0,0.1
holdout_genre_news,human_news_lenta_0023,H,,0.1041343010,0,0.1
holdout_genre_news,human_news_lenta_0024,H,,0.0219384224,0,0.1
holdout_genre_news,human_news_lenta_0027,H,,0.2570363490,0,0.1
holdout_genre_news,human_news_lenta_0029,H,,0.0998773659,0,0.1
holdout_genre_news,human_news_lenta_0034,H,,0.0021053907,0,0.1
holdout_genre_news,human_news_lenta_0036,H,,0.0069418972,0,0.1
holdout_genre_news,human_news_lenta_0039,H,,0.0000000005,0,0.1
holdout_genre_news,human_news_lenta_0040,H,,0.1717968314,0,0.1
holdout_genre_news,human_news_lenta_0041,H,,0.0001634393,0,0.1
holdout_genre_news,human_news_lenta_0042,H,,0.0000506941,0,0.1
holdout_genre_news,human_news_lenta_0044,H,,0.0025685244,0,0.1
holdout_genre_news,human_news_lenta_0045,H,,0.0490520665,0,0.1
holdout_genre_news,human_news_lenta_0046,H,,0.0000133910,0,0.1
holdout_genre_news,human_news_lenta_0049,H,,0.0113033438,0,0.1
holdout_genre_news,human_news_lenta_0051,H,,0.0101101234,0,0.1
holdout_genre_news,human_news_lenta_0053,H,,0.0003079232,0,0.1
holdout_genre_news,human_news_lenta_0055,H,,0.1310671485,0,0.1
holdout_genre_news,human_science_cyberleninka_0001,H,,0.0592182672,0,0.1
holdout_genre_news,human_science_cyberleninka_0002,H,,0.7382061479,1,0.1
holdout_genre_news,human_science_cyberleninka_0003,H,,0.0620374360,0,0.1
holdout_genre_news,human_science_cyberleninka_0004,H,,0.0851125218,0,0.1
holdout_genre_news,human_science_cyberleninka_0005,H,,0.0197706786,0,0.1
holdout_genre_news,human_science_cyberleninka_0006,H,,0.1506567434,0,0.1
holdout_genre_news,human_science_cyberleninka_0007,H,,0.2393298595,0,0.1
holdout_genre_news,human_science_cyberleninka_0008,H,,0.0010393325,0,0.1
holdout_genre_news,human_science_cyberleninka_0009,H,,0.3456719249,0,0.1
holdout_genre_news,human_science_cyberleninka_0010,H,,0.0033723058,0,0.1
holdout_genre_news,human_science_cyberleninka_0011,H,,0.0100481694,0,0.1
holdout_genre_news,human_science_cyberleninka_0013,H,,0.4637777728,0,0.1
holdout_genre_news,human_science_cyberleninka_0014,H,,0.2347215585,0,0.1
holdout_genre_news,human_science_cyberleninka_0015,H,,0.0009018819,0,0.1
holdout_genre_news,human_science_cyberleninka_0016,H,,0.0326688579,0,0.1
holdout_genre_news,human_science_cyberleninka_0017,H,,0.0262615027,0,0.1
holdout_genre_news,human_science_cyberleninka_0018,H,,0.6852056264,1,0.1
holdout_genre_news,human_science_cyberleninka_0019,H,,0.5490022863,1,0.1
holdout_genre_news,human_science_cyberleninka_0020,H,,0.0098543048,0,0.1
holdout_genre_news,human_science_cyberleninka_0021,H,,0.6196342376,1,0.1
holdout_genre_news,human_science_cyberleninka_0022,H,,0.0032189904,0,0.1
holdout_genre_news,human_science_cyberleninka_0023,H,,0.7665439035,1,0.1
holdout_genre_news,human_science_cyberleninka_0024,H,,0.6150610313,1,0.1
holdout_genre_news,human_science_cyberleninka_0025,H,,0.0571673948,0,0.1
holdout_genre_news,human_science_cyberleninka_0026,H,,0.0151053620,0,0.1
holdout_genre_news,human_science_cyberleninka_0027,H,,0.1284346023,0,0.1
holdout_genre_news,human_science_cyberleninka_0028,H,,0.0002999305,0,0.1
holdout_genre_news,human_science_cyberleninka_0029,H,,0.0624484683,0,0.1
holdout_genre_news,human_science_cyberleninka_0030,H,,0.0012093467,0,0.1
holdout_genre_news,human_science_cyberleninka_0031,H,,0.1927190590,0,0.1
holdout_genre_news,human_science_cyberleninka_0032,H,,0.0647242694,0,0.1
holdout_genre_news,human_science_cyberleninka_0033,H,,0.7697332441,1,0.1
holdout_genre_news,human_science_cyberleninka_0034,H,,0.0018310792,0,0.1
holdout_genre_news,human_science_cyberleninka_0035,H,,0.4420785872,0,0.1
holdout_genre_news,human_science_cyberleninka_0036,H,,0.4044833629,0,0.1
holdout_genre_news,human_science_cyberleninka_0037,H,,0.3416354492,0,0.1
holdout_genre_news,human_science_cyberleninka_0038,H,,0.1816424818,0,0.1
holdout_genre_news,human_science_cyberleninka_0039,H,,0.0654057951,0,0.1
holdout_genre_news,human_science_cyberleninka_0040,H,,0.0044058016,0,0.1
holdout_genre_news,human_science_cyberleninka_0041,H,,0.1307095296,0,0.1
holdout_genre_news,human_science_cyberleninka_0042,H,,0.0014154300,0,0.1
holdout_genre_news,human_science_cyberleninka_0043,H,,0.1482237707,0,0.1
holdout_genre_news,human_science_cyberleninka_0044,H,,0.7867921678,1,0.1
holdout_genre_news,human_science_cyberleninka_0045,H,,0.0046342533,0,0.1
holdout_genre_news,human_science_cyberleninka_0046,H,,0.0009953480,0,0.1
holdout_genre_news,human_science_cyberleninka_0047,H,,0.0126032150,0,0.1
holdout_genre_news,human_science_cyberleninka_0048,H,,0.0003709982,0,0.1
holdout_genre_news,human_science_cyberleninka_0049,H,,0.0012856710,0,0.1
holdout_genre_news,human_science_cyberleninka_0050,H,,0.0028169861,0,0.1
holdout_genre_news,human_science_cyberleninka_0051,H,,0.2088535246,0,0.1
holdout_genre_news,human_science_cyberleninka_0052,H,,0.2795610642,0,0.1
holdout_genre_news,human_science_cyberleninka_0053,H,,0.0002474616,0,0.1
holdout_genre_news,human_science_cyberleninka_0054,H,,0.0686122037,0,0.1
holdout_genre_news,human_science_cyberleninka_0055,H,,0.0311806343,0,0.1
holdout_genre_news,human_science_cyberleninka_0056,H,,0.0754800088,0,0.1
holdout_genre_news,human_science_cyberleninka_0057,H,,0.2057827024,0,0.1
holdout_genre_news,human_science_cyberleninka_0058,H,,0.5938570363,1,0.1
holdout_genre_news,human_science_cyberleninka_0059,H,,0.7283546400,1,0.1
holdout_genre_news,human_science_cyberleninka_0060,H,,0.0762793851,0,0.1
holdout_genre_news,human_science_cyberleninka_0067,H,,0.4230239797,0,0.1
holdout_genre_news,human_science_spbgu_0001,H,,0.0044218441,0,0.1
holdout_genre_news,human_science_spbgu_0002,H,,0.0070327386,0,0.1
holdout_genre_news,human_science_spbgu_0003,H,,0.2138522523,0,0.1
holdout_genre_news,human_science_spbgu_0004,H,,0.0154630011,0,0.1
holdout_genre_news,human_science_spbgu_0005,H,,0.0434279409,0,0.1
holdout_genre_news,human_science_spbgu_0006,H,,0.0060963593,0,0.1
holdout_genre_news,human_science_spbgu_0007,H,,0.0014608495,0,0.1
holdout_genre_news,human_science_spbgu_0008,H,,0.0513471697,0,0.1
holdout_genre_news,human_science_spbgu_0009,H,,0.0012461368,0,0.1
holdout_genre_news,human_science_spbgu_0010,H,,0.0041172855,0,0.1
holdout_genre_news,human_science_spbgu_0011,H,,0.0203597353,0,0.1
holdout_genre_news,human_science_spbgu_0012,H,,0.0011151737,0,0.1
holdout_genre_news,human_science_spbgu_0013,H,,0.0009673757,0,0.1
holdout_genre_news,human_science_spbgu_0014,H,,0.1067547029,0,0.1
holdout_genre_news,human_science_spbgu_0015,H,,0.0304933342,0,0.1
holdout_genre_news,human_science_spbgu_0016,H,,0.0004754486,0,0.1
holdout_genre_news,human_science_spbgu_0017,H,,0.0121169075,0,0.1
holdout_genre_news,human_science_spbgu_0018,H,,0.0030734856,0,0.1
holdout_genre_news,human_science_spbgu_0019,H,,0.0490327932,0,0.1
holdout_genre_news,human_science_spbgu_0020,H,,0.0187844457,0,0.1
holdout_genre_news,human_science_spbgu_0021,H,,0.0009145531,0,0.1
holdout_genre_news,human_science_spbgu_0022,H,,0.0092111823,0,0.1
holdout_genre_news,human_science_spbgu_0023,H,,0.0064034310,0,0.1
holdout_genre_news,human_science_spbgu_0024,H,,0.0007387462,0,0.1
holdout_genre_news,human_science_spbgu_0025,H,,0.0012501145,0,0.1
holdout_genre_news,human_science_spbgu_0026,H,,0.0368355335,0,0.1
holdout_genre_news,human_science_spbgu_0027,H,,0.0002635485,0,0.1
holdout_genre_news,human_science_spbgu_0028,H,,0.0003677490,0,0.1
holdout_genre_news,human_science_spbgu_0029,H,,0.0003581343,0,0.1
holdout_genre_news,human_science_spbgu_0030,H,,0.0006484604,0,0.1
holdout_genre_news,human_science_spbgu_0031,H,,0.0056920385,0,0.1
holdout_genre_news,human_science_spbgu_0032,H,,0.0007724980,0,0.1
holdout_genre_news,human_science_spbgu_0033,H,,0.0001979724,0,0.1
holdout_genre_news,human_science_spbgu_0034,H,,0.0024480995,0,0.1
holdout_genre_news,human_science_spbgu_0035,H,,0.0002160418,0,0.1
holdout_genre_news,human_science_spbgu_0036,H,,0.0034255902,0,0.1
holdout_genre_news,human_science_spbgu_0037,H,,0.0115839173,0,0.1
holdout_genre_news,human_science_spbgu_0038,H,,0.0004826393,0,0.1
holdout_genre_news,human_science_spbgu_0039,H,,0.0467775949,0,0.1
holdout_genre_news,human_science_spbgu_0040,H,,0.0016518488,0,0.1
holdout_genre_news,human_science_spbgu_0041,H,,0.0013652685,0,0.1
holdout_genre_news,human_science_spbgu_0042,H,,0.0037989166,0,0.1
holdout_genre_news,human_science_spbgu_0043,H,,0.0029444865,0,0.1
holdout_genre_news,human_science_spbgu_0044,H,,0.0118222594,0,0.1
holdout_genre_news,human_science_spbgu_0045,H,,0.0017515226,0,0.1
holdout_genre_news,human_science_spbgu_0046,H,,0.0001506835,0,0.1
holdout_genre_news,human_science_spbgu_0048,H,,0.0014898008,0,0.1
holdout_genre_news,human_science_spbgu_0049,H,,0.0008107645,0,0.1
holdout_genre_news,human_science_spbgu_0050,H,,0.0147946808,0,0.1
holdout_genre_news,human_science_spbgu_0054,H,,0.0000353896,0,0.1
holdout_genre_news,human_science_spbgu_0055,H,,0.0009336015,0,0.1
holdout_genre_news,human_science_spbgu_0057,H,,0.0462504326,0,0.1
holdout_genre_news,human_science_spbgu_0059,H,,0.0039141915,0,0.1
holdout_genre_news,human_science_spbgu_0060,H,,0.0000115364,0,0.1
holdout_genre_news,human_science_spbgu_0061,H,,0.0006670472,0,0.1
holdout_genre_news,human_science_spbgu_0062,H,,0.0035931772,0,0.1
holdout_genre_news,human_science_spbgu_0063,H,,0.0384391676,0,0.1
holdout_genre_news,human_science_spbgu_0064,H,,0.0003096354,0,0.1
holdout_genre_news,human_science_spbgu_0065,H,,0.0005436342,0,0.1
holdout_genre_news,human_science_urfu_0001,H,,0.1551186915,0,0.1
holdout_genre_news,human_science_urfu_0002,H,,0.0116985273,0,0.1
holdout_genre_news,human_science_urfu_0003,H,,0.0845404245,0,0.1
holdout_genre_news,human_science_urfu_0004,H,,0.0319192192,0,0.1
holdout_genre_news,human_science_urfu_0005,H,,0.0308197225,0,0.1
holdout_genre_news,human_science_urfu_0006,H,,0.0028155663,0,0.1
holdout_genre_news,human_science_urfu_0007,H,,0.4222464192,0,0.1
holdout_genre_news,human_science_urfu_0008,H,,0.0012880481,0,0.1
holdout_genre_news,human_science_urfu_0009,H,,0.0115537167,0,0.1
holdout_genre_news,human_science_urfu_0010,H,,0.0216433661,0,0.1
holdout_genre_news,human_science_urfu_0011,H,,0.0257546259,0,0.1
holdout_genre_news,human_science_urfu_0012,H,,0.0042783478,0,0.1
holdout_genre_news,human_science_urfu_0013,H,,0.1890947753,0,0.1
holdout_genre_news,human_science_urfu_0014,H,,0.0001976095,0,0.1
holdout_genre_news,human_science_urfu_0015,H,,0.0132952168,0,0.1
holdout_genre_news,human_science_urfu_0016,H,,0.0416384770,0,0.1
holdout_genre_news,human_science_urfu_0017,H,,0.0277986498,0,0.1
holdout_genre_news,human_science_urfu_0018,H,,0.0143639404,0,0.1
holdout_genre_news,human_science_urfu_0019,H,,0.0291023079,0,0.1
holdout_genre_news,human_science_urfu_0020,H,,0.0003264836,0,0.1
holdout_genre_news,human_science_urfu_0021,H,,0.0204928146,0,0.1
holdout_genre_news,human_science_urfu_0022,H,,0.0210457501,0,0.1
holdout_genre_news,human_science_urfu_0023,H,,0.0001732638,0,0.1
holdout_genre_news,human_science_urfu_0024,H,,0.0563573428,0,0.1
holdout_genre_news,human_science_urfu_0025,H,,0.1018222009,0,0.1
holdout_genre_news,human_science_urfu_0026,H,,0.0744101636,0,0.1
holdout_genre_news,human_science_urfu_0027,H,,0.1235887440,0,0.1
holdout_genre_news,human_science_urfu_0028,H,,0.0622221385,0,0.1
holdout_genre_news,human_science_urfu_0029,H,,0.0101445694,0,0.1
holdout_genre_news,human_science_urfu_0030,H,,0.1848809800,0,0.1
holdout_genre_news,human_science_urfu_0031,H,,0.0000469480,0,0.1
holdout_genre_news,human_science_urfu_0032,H,,0.5598493983,1,0.1
holdout_genre_news,human_science_urfu_0033,H,,0.0243405043,0,0.1
holdout_genre_news,human_science_urfu_0034,H,,0.0103664412,0,0.1
holdout_genre_news,human_science_urfu_0035,H,,0.0559640261,0,0.1
holdout_genre_news,human_science_urfu_0036,H,,0.0338471108,0,0.1
holdout_genre_news,human_science_urfu_0037,H,,0.0688847846,0,0.1
holdout_genre_news,human_science_urfu_0038,H,,0.0000004392,0,0.1
holdout_genre_news,human_science_urfu_0039,H,,0.0000032103,0,0.1
holdout_genre_news,human_science_urfu_0040,H,,0.0000000013,0,0.1
holdout_genre_news,human_science_urfu_0041,H,,0.0000433641,0,0.1
holdout_genre_news,human_science_urfu_0042,H,,0.0000020164,0,0.1
holdout_genre_news,human_science_urfu_0043,H,,0.0000067982,0,0.1
holdout_genre_news,human_science_urfu_0044,H,,0.1366170340,0,0.1
holdout_genre_news,human_science_urfu_0045,H,,0.0236495292,0,0.1
holdout_genre_news,human_science_urfu_0046,H,,0.0000218203,0,0.1
holdout_genre_news,human_science_urfu_0047,H,,0.0257865832,0,0.1
holdout_genre_news,human_science_urfu_0048,H,,0.0019924764,0,0.1
holdout_genre_prose,human_hard_rusltc_0001,H,,0.2022503757,0,0.01
holdout_genre_prose,human_hard_rusltc_0002,H,,0.0243980505,0,0.01
holdout_genre_prose,human_hard_rusltc_0003,H,,0.3560151828,0,0.01
holdout_genre_prose,human_hard_rusltc_0004,H,,0.2036869491,0,0.01
holdout_genre_prose,human_hard_rusltc_0005,H,,0.0056932755,0,0.01
holdout_genre_prose,human_hard_rusltc_0006,H,,0.1113790959,0,0.01
holdout_genre_prose,human_hard_rusltc_0007,H,,0.0174047622,0,0.01
holdout_genre_prose,human_hard_rusltc_0008,H,,0.0662011974,0,0.01
holdout_genre_prose,human_hard_rusltc_0009,H,,0.2193390409,0,0.01
holdout_genre_prose,human_hard_rusltc_0010,H,,0.1081429995,0,0.01
holdout_genre_prose,human_hard_rusltc_0011,H,,0.1790028068,0,0.01
holdout_genre_prose,human_hard_rusltc_0012,H,,0.2238145789,0,0.01
holdout_genre_prose,human_hard_rusltc_0013,H,,0.7322832573,1,0.01
holdout_genre_prose,human_hard_rusltc_0014,H,,0.1127730822,0,0.01
holdout_genre_prose,human_hard_rusltc_0015,H,,0.0486244351,0,0.01
holdout_genre_prose,human_hard_rusltc_0016,H,,0.3123052057,0,0.01
holdout_genre_prose,human_hard_rusltc_0017,H,,0.3786308041,0,0.01
holdout_genre_prose,human_hard_rusltc_0018,H,,0.1985041169,0,0.01
holdout_genre_prose,human_hard_rusltc_0019,H,,0.0579723125,0,0.01
holdout_genre_prose,human_hard_rusltc_0020,H,,0.0309016419,0,0.01
holdout_genre_prose,human_hard_rusltc_0021,H,,0.3435531995,0,0.01
holdout_genre_prose,human_hard_rusltc_0022,H,,0.4216065924,0,0.01
holdout_genre_prose,human_hard_rusltc_0023,H,,0.3340818834,0,0.01
holdout_genre_prose,human_hard_rusltc_0024,H,,0.2154374661,0,0.01
holdout_genre_prose,human_hard_rusltc_0025,H,,0.1811292097,0,0.01
holdout_genre_prose,human_hard_rusltc_0026,H,,0.7073241030,1,0.01
holdout_genre_prose,human_hard_rusltc_0027,H,,0.1465459908,0,0.01
holdout_genre_prose,human_hard_rusltc_0028,H,,0.0368263775,0,0.01
holdout_genre_prose,human_hard_rusltc_0029,H,,0.3822205547,0,0.01
holdout_genre_prose,human_hard_rusltc_0030,H,,0.0389728317,0,0.01
holdout_genre_prose,human_hard_rusltc_0031,H,,0.0843184351,0,0.01
holdout_genre_prose,human_hard_rusltc_0032,H,,0.0128483139,0,0.01
holdout_genre_prose,human_hard_rusltc_0033,H,,0.0595632763,0,0.01
holdout_genre_prose,human_hard_rusltc_0034,H,,0.0949149771,0,0.01
holdout_genre_prose,human_hard_rusltc_0035,H,,0.6450988551,1,0.01
holdout_genre_prose,human_hard_rusltc_0036,H,,0.5510642394,1,0.01
holdout_genre_prose,human_hard_rusltc_0037,H,,0.3687162758,0,0.01
holdout_genre_prose,human_hard_rusltc_0038,H,,0.1247054319,0,0.01
holdout_genre_prose,human_hard_rusltc_0039,H,,0.0691248434,0,0.01
holdout_genre_prose,human_hard_rusltc_0040,H,,0.2094935127,0,0.01
holdout_genre_prose,human_hard_rusltc_0041,H,,0.3137658178,0,0.01
holdout_genre_prose,human_hard_rusltc_0042,H,,0.0030786430,0,0.01
holdout_genre_prose,human_hard_rusltc_0043,H,,0.6231694154,1,0.01
holdout_genre_prose,human_hard_rusltc_0044,H,,0.4980134887,0,0.01
holdout_genre_prose,human_hard_rusltc_0045,H,,0.1455853607,0,0.01
holdout_genre_prose,human_hard_rusltc_0046,H,,0.2309597065,0,0.01
holdout_genre_prose,human_hard_rusltc_0047,H,,0.1428986784,0,0.01
holdout_genre_prose,human_hard_rusltc_0048,H,,0.4846911862,0,0.01
holdout_genre_prose,human_hard_rusltc_0049,H,,0.0123113928,0,0.01
holdout_genre_prose,human_hard_rusltc_0050,H,,0.0672863033,0,0.01
holdout_genre_prose,human_hard_rusltc_0051,H,,0.0366963698,0,0.01
holdout_genre_prose,human_hard_rusltc_0052,H,,0.2778492566,0,0.01
holdout_genre_prose,human_hard_rusltc_0053,H,,0.1965937265,0,0.01
holdout_genre_prose,human_hard_rusltc_0054,H,,0.0322244772,0,0.01
holdout_genre_prose,human_hard_rusltc_0055,H,,0.1062311658,0,0.01
holdout_genre_prose,human_hard_rusltc_0056,H,,0.2132404485,0,0.01
holdout_genre_prose,human_hard_rusltc_0057,H,,0.0130060807,0,0.01
holdout_genre_prose,human_hard_rusltc_0058,H,,0.2544889300,0,0.01
holdout_genre_prose,human_hard_rusltc_0059,H,,0.1629063957,0,0.01
holdout_genre_prose,human_hard_rusltc_0060,H,,0.1189250689,0,0.01
holdout_genre_prose,human_hard_rusltc_0061,H,,0.1114307361,0,0.01
holdout_genre_prose,human_hard_rusltc_0062,H,,0.1593043813,0,0.01
holdout_genre_prose,human_hard_rusltc_0063,H,,0.1614241143,0,0.01
holdout_genre_prose,human_hard_rusltc_0064,H,,0.8052153668,1,0.01
holdout_genre_prose,human_hard_rusltc_0065,H,,0.0281104326,0,0.01
holdout_genre_prose,human_hard_rusltc_0066,H,,0.1827206915,0,0.01
holdout_genre_prose,human_hard_rusltc_0067,H,,0.1030022116,0,0.01
holdout_genre_prose,human_hard_rusltc_0068,H,,0.0059221771,0,0.01
holdout_genre_prose,human_hard_rusltc_0069,H,,0.2324741790,0,0.01
holdout_genre_prose,human_hard_rusltc_0070,H,,0.4152498173,0,0.01
holdout_genre_prose,human_hard_rusltc_0071,H,,0.0626279169,0,0.01
holdout_genre_prose,human_hard_rusltc_0072,H,,0.3358969443,0,0.01
holdout_genre_prose,human_hard_rusltc_0073,H,,0.2510364876,0,0.01
holdout_genre_prose,human_news_buriy_2014_0001,H,,0.0448646879,0,0.01
holdout_genre_prose,human_news_buriy_2014_0002,H,,0.0504336320,0,0.01
holdout_genre_prose,human_news_buriy_2014_0003,H,,0.1540173055,0,0.01
holdout_genre_prose,human_news_buriy_2014_0004,H,,0.0033188447,0,0.01
holdout_genre_prose,human_news_buriy_2014_0005,H,,0.2813569381,0,0.01
holdout_genre_prose,human_news_buriy_2014_0006,H,,0.0170740001,0,0.01
holdout_genre_prose,human_news_buriy_2014_0007,H,,0.2314024328,0,0.01
holdout_genre_prose,human_news_buriy_2014_0008,H,,0.0800775614,0,0.01
holdout_genre_prose,human_news_buriy_2014_0009,H,,0.0813372292,0,0.01
holdout_genre_prose,human_news_buriy_2014_0010,H,,0.0041677153,0,0.01
holdout_genre_prose,human_news_buriy_2014_0011,H,,0.0190274551,0,0.01
holdout_genre_prose,human_news_buriy_2014_0012,H,,0.0402489538,0,0.01
holdout_genre_prose,human_news_buriy_2014_0013,H,,0.1019179960,0,0.01
holdout_genre_prose,human_news_buriy_2014_0014,H,,0.0460853910,0,0.01
holdout_genre_prose,human_news_buriy_2014_0015,H,,0.0302251976,0,0.01
holdout_genre_prose,human_news_buriy_2014_0016,H,,0.1035030039,0,0.01
holdout_genre_prose,human_news_buriy_2014_0017,H,,0.5670185757,1,0.01
holdout_genre_prose,human_news_buriy_2014_0018,H,,0.0681540798,0,0.01
holdout_genre_prose,human_news_buriy_2014_0019,H,,0.0632537710,0,0.01
holdout_genre_prose,human_news_buriy_2014_0020,H,,0.0026645582,0,0.01
holdout_genre_prose,human_news_buriy_2014_0021,H,,0.4931042491,0,0.01
holdout_genre_prose,human_news_buriy_2014_0022,H,,0.0329855935,0,0.01
holdout_genre_prose,human_news_buriy_2014_0023,H,,0.0153503497,0,0.01
holdout_genre_prose,human_news_buriy_2014_0024,H,,0.0413450095,0,0.01
holdout_genre_prose,human_news_buriy_2014_0025,H,,0.0767178274,0,0.01
holdout_genre_prose,human_news_buriy_2014_0026,H,,0.0693747397,0,0.01
holdout_genre_prose,human_news_buriy_2014_0027,H,,0.0438359312,0,0.01
holdout_genre_prose,human_news_buriy_2014_0028,H,,0.0182668452,0,0.01
holdout_genre_prose,human_news_buriy_2014_0029,H,,0.0463927453,0,0.01
holdout_genre_prose,human_news_buriy_2014_0030,H,,0.2745589297,0,0.01
holdout_genre_prose,human_news_buriy_2014_0031,H,,0.0597577188,0,0.01
holdout_genre_prose,human_news_buriy_2014_0032,H,,0.0380956409,0,0.01
holdout_genre_prose,human_news_buriy_2014_0033,H,,0.0231797437,0,0.01
holdout_genre_prose,human_news_buriy_2014_0034,H,,0.1909913671,0,0.01
holdout_genre_prose,human_news_buriy_2014_0035,H,,0.0120330471,0,0.01
holdout_genre_prose,human_news_buriy_2014_0036,H,,0.1389515202,0,0.01
holdout_genre_prose,human_news_buriy_2014_0037,H,,0.0141804596,0,0.01
holdout_genre_prose,human_news_buriy_2014_0038,H,,0.0177779910,0,0.01
holdout_genre_prose,human_news_buriy_2014_0039,H,,0.0729061039,0,0.01
holdout_genre_prose,human_news_buriy_2014_0040,H,,0.0516035368,0,0.01
holdout_genre_prose,human_news_buriy_2014_0041,H,,0.2728234688,0,0.01
holdout_genre_prose,human_news_buriy_2014_0042,H,,0.0145924479,0,0.01
holdout_genre_prose,human_news_buriy_2014_0043,H,,0.0544072184,0,0.01
holdout_genre_prose,human_news_buriy_2014_0044,H,,0.1072937867,0,0.01
holdout_genre_prose,human_news_buriy_2014_0045,H,,0.0111339530,0,0.01
holdout_genre_prose,human_news_buriy_2014_0046,H,,0.0800382185,0,0.01
holdout_genre_prose,human_news_buriy_2014_0047,H,,0.0470142747,0,0.01
holdout_genre_prose,human_news_buriy_2014_0048,H,,0.0391374395,0,0.01
holdout_genre_prose,human_news_buriy_2014_0049,H,,0.0085573778,0,0.01
holdout_genre_prose,human_news_buriy_2014_0050,H,,0.1081216306,0,0.01
holdout_genre_prose,human_news_buriy_2014_0051,H,,0.5599487960,1,0.01
holdout_genre_prose,human_news_buriy_2014_0052,H,,0.0368789532,0,0.01
holdout_genre_prose,human_news_buriy_2014_0053,H,,0.0078098116,0,0.01
holdout_genre_prose,human_news_buriy_2014_0054,H,,0.2786655104,0,0.01
holdout_genre_prose,human_news_buriy_2014_0055,H,,0.0068787630,0,0.01
