document_id,file_path,sha256,language,genre,brief_id,topic_id,origin_class,author_or_model_id,model_provider,model_exact_id,model_release_or_snapshot,created_at,generation_date,human_publication_date,source_platform,prompt_id,prompt_condition,system_prompt_hash,user_prompt_hash,temperature,top_p,top_k,repetition_penalty,seed,browsing_or_rag,repeat_index,editing_level,editor_type,edit_actor,edit_minutes,edit_instruction,translation_chain,word_count,char_count,preprocessing_profile,license_status,consent_or_public_basis,leakage_group,revision_family_id,dedup_cluster_id,split_group_author,split_group_source,split_group_topic,annotation_batch_id,abstention_reason,status,notes,generation_channel,model_family,model_id_reported,provider,access_method,wrapper_name,wrapper_version,system_prompt_visibility,raw_payload_available,sampling_parameters_known,technical_validity,length_instruction_compliance,hh_subgroups
human_science_cyberleninka_0049,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0049.txt,c730f6c11c7320692bc41bee4eca1a35e02393b963acebe2ed0122ed8bb076a8,ru,science,,,H,author_0166,,,,,,2009-01-01,cyberleninka,,,,,,,,,,,,,,,,,,2744,19445,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,human_science_cyberleninka_0049,7fe559a8107397ec,author_0166,Федеральное государственное автономное образовательное учреждение высшего образования «Белгородский государственный национальный исследовательский университет»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0050,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0050.txt,802e9b23c8e947c07551f3b9616922654e5d8d7c60cca23f1fc25d6073a1631d,ru,science,,,H,author_0037,,,,,,2004-01-01,cyberleninka,,,,,,,,,,,,,,,,,,3477,23886,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Томский государственный педагогический университет»,human_science_cyberleninka_0050,64334782c7205f1f,author_0037,Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Томский государственный педагогический университет»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0051,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0051.txt,c450baa99ee0a867597b09eb6ef92d530ceb13e74f4fcc127ce9e2a3ddc501a1,ru,science,,,H,author_0102,,,,,,2007-01-01,cyberleninka,,,,,,,,,,,,,,,,,,1752,14564,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»,human_science_cyberleninka_0051,2be94218767da838,author_0102,Федеральное государственное бюджетное образовательное учреждение высшего образования «Байкальский государственный университет»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0052,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0052.txt,41f686069bc168dcaf27be4dd66cc9018b3e7a55feddff5400753f928399fd45,ru,science,,,H,author_0264,,,,,,2009-01-01,cyberleninka,,,,,,,,,,,,,,,,,,1713,14010,prose,CC BY,открытая лицензия CC BY,"cyberleninka:Редакция международного научного журнала «Мир науки, культуры, образования»",human_science_cyberleninka_0052,27354b5942baa2d7,author_0264,"Редакция международного научного журнала «Мир науки, культуры, образования»",,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0053,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0053.txt,dbd4ec872e3ca0dd70e8ea56474b8d24d286308e77c60e767aae1c8e62100020,ru,science,,,H,author_0087,,,,,,2009-01-01,cyberleninka,,,,,,,,,,,,,,,,,,4693,33469,prose,CC BY,открытая лицензия CC BY,cyberleninka:Институт энергетики Академии наук Молдовы,human_science_cyberleninka_0053,ab7312067c460abf,author_0087,Институт энергетики Академии наук Молдовы,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0054,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0054.txt,edc91801bfa52282eedb4c8b7091a43a968df1e05a80e6837ba80ba8914fb06e,ru,science,,,H,author_0105,,,,,,2008-01-01,cyberleninka,,,,,,,,,,,,,,,,,,1003,8146,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,human_science_cyberleninka_0054,a29b212b8c652bfc,author_0105,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0055,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0055.txt,c129326fe516d08014917426eb97f1e9a85bc1991a7d352c087f4a9a4bcd6067,ru,science,,,H,author_0244,,,,,,2005-01-01,cyberleninka,,,,,,,,,,,,,,,,,,2013,15559,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное учреждение «Новосибирский научно-исследовательский институт травматологии и ортопедии им. Я. Л. Цивьяна» Минздрава России,human_science_cyberleninka_0055,801485092862ad7e,author_0244,Федеральное государственное бюджетное учреждение «Новосибирский научно-исследовательский институт травматологии и ортопедии им. Я. Л. Цивьяна» Минздрава России,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0056,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0056.txt,4192e5bcff61dbc5efda2b1845c905b0ffe7f3d4ecd0f3871f24b50369d6b5d9,ru,science,,,H,author_0154,,,,,,2008-01-01,cyberleninka,,,,,,,,,,,,,,,,,,1725,14166,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,human_science_cyberleninka_0056,e30088b2f2216bc9,author_0154,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0057,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0057.txt,3c15d46a37a4c3ad8ef619a8bee9edcef6cba2ca1fb51cf32a70ca1dfede31b1,ru,science,,,H,author_0064,,,,,,2007-01-01,cyberleninka,,,,,,,,,,,,,,,,,,2571,20501,prose,CC BY,открытая лицензия CC BY,cyberleninka:Университет «Синергия»,human_science_cyberleninka_0057,5863376fb8c58df5,author_0064,Университет «Синергия»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0058,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0058.txt,eb0d15f4949a8a0ba4969a4d8e48faf6620a894d46ae5c334c939098f01d88b5,ru,science,,,H,author_0239,,,,,,2007-01-01,cyberleninka,,,,,,,,,,,,,,,,,,1780,15082,prose,CC BY,открытая лицензия CC BY,cyberleninka:Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,human_science_cyberleninka_0058,effff350cab886d5,author_0239,Федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный педагогический университет им. А. И. Герцена»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0059,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0059.txt,a2e058e6c983d5037db9b8dcac96244053a52db089e2d4b53c42ac123de33b3e,ru,science,,,H,author_0210,,,,,,2010-01-01,cyberleninka,,,,,,,,,,,,,,,,,,2164,19671,prose,CC BY,открытая лицензия CC BY,"cyberleninka:Редакция международного научного журнала «Мир науки, культуры, образования»",human_science_cyberleninka_0059,d1c2703aad963d5d,author_0210,"Редакция международного научного журнала «Мир науки, культуры, образования»",,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_science_cyberleninka_0060,04-corpus/raw-human/cyberleninka/human_science_cyberleninka_0060.txt,a567417b29f43ad7ee284ef2b06507c8a7fff4b53b54ad62601c59f5bade324c,ru,science,,,H,author_0227,,,,,,2004-01-01,cyberleninka,,,,,,,,,,,,,,,,,,2175,17960,prose,CC BY,открытая лицензия CC BY,cyberleninka:Государственное образовательное учреждение высшего профессионального образования «Национальный исследовательский Томский политехнический университет»,human_science_cyberleninka_0060,d60d43e23f60f367,author_0227,Государственное образовательное учреждение высшего профессионального образования «Национальный исследовательский Томский политехнический университет»,,,,collected,"regulation_level=3; научная статья, оформление по требованиям журнала",,,,,,,,,,,,,HH-formal-register
human_prose_taiga_proza_0001,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0001.txt,6c21b136db5609777c08e68ca838f5dacb980a54178fbd8782a48aeb658f0cd7,ru,prose,,,H,author_0092,,,,,,2011-12-26,taiga_proza,,,,,,,,,,,,,,,,,,4627,28735,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0001,c5bf4a83816c7ec0,author_0092,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0002,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0002.txt,c6dc4b099380a276648b30cd74e103d75764df67d214e0bf570f1920640006df,ru,prose,,,H,author_0035,,,,,,2012-02-12,taiga_proza,,,,,,,,,,,,,,,,,,1042,7247,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0002,37ab2e49af5b53c2,author_0035,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0003,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0003.txt,689338ac568d29d16552931c72634b783b64928086eaf52df9801d4fada3c341,ru,prose,,,H,author_0267,,,,,,2016-01-07,taiga_proza,,,,,,,,,,,,,,,,,,1077,6526,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0003,5053cbdf767cedbe,author_0267,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0004,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0004.txt,a1278c5ce29585efd8e9eb323dce965a3b6f584640e6e9c47beb040dffd2ac59,ru,prose,,,H,author_0178,,,,,,2011-03-31,taiga_proza,,,,,,,,,,,,,,,,,,1444,9616,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0004,9f536ba8cb88e880,author_0178,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0005,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0005.txt,366e2b3fb1a485d15d249b9d0c0a67d44809fa2c00c4b0c4a575cc209d8add79,ru,prose,,,H,author_0012,,,,,,2012-02-29,taiga_proza,,,,,,,,,,,,,,,,,,1125,7802,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0005,2a98de1dfe16e917,author_0012,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0006,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0006.txt,35e28a9750ac285a41522e2767f2710adf5f91dfef5ff437fdcfaa30cb352bc3,ru,prose,,,H,author_0275,,,,,,2014-08-24,taiga_proza,,,,,,,,,,,,,,,,,,932,6014,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0006,615c8bfa4559d864,author_0275,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0007,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0007.txt,a4239841f2738e3fd0ac249a4a1f78e2f1c98d0cc14a2fe9fbbea3d52db1672c,ru,prose,,,H,author_0197,,,,,,2016-11-20,taiga_proza,,,,,,,,,,,,,,,,,,742,5249,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0007,33a1198a7fab3d61,author_0197,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0008,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0008.txt,f1504dd3e88781979cec428de4cc4a04cafecfba1718e092d4c2f3af0f435a11,ru,prose,,,H,author_0084,,,,,,2016-06-23,taiga_proza,,,,,,,,,,,,,,,,,,1667,11571,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0008,5e53d205b607eafe,author_0084,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0009,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0009.txt,75daba582a130da86cb1fe0811922d5f741c76814a5140dc1d8ed7708fa02db1,ru,prose,,,H,author_0222,,,,,,2014-01-14,taiga_proza,,,,,,,,,,,,,,,,,,4024,30070,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0009,e302d095af5d0bbe,author_0222,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0010,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0010.txt,0e3957928393e1a909eaf76628ee4d03d2f8ae57bf36a79e1ac54bd16ac57470,ru,prose,,,H,author_0121,,,,,,2012-09-06,taiga_proza,,,,,,,,,,,,,,,,,,2997,20617,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0010,6fd301c3b219e5e4,author_0121,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0011,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0011.txt,fbe766dd27d4ac4401b538c6a7e13527fce2b2f540084399e3dea88ad0e14cc0,ru,prose,,,H,author_0101,,,,,,2016-12-28,taiga_proza,,,,,,,,,,,,,,,,,,1722,12524,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0011,2d1ba1928e0a0f14,author_0101,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0012,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0012.txt,b5e1ba93e3f7e2316f4b3b34121a4e65cc40b61d1da73c6def119492f70bd5af,ru,prose,,,H,author_0150,,,,,,2016-07-20,taiga_proza,,,,,,,,,,,,,,,,,,894,6210,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0012,15bc338e8401e270,author_0150,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0013,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0013.txt,731b996d637fb0b18d45f3aa5806bf27dde5e2764a216f4a3984383a027a8fd8,ru,prose,,,H,author_0251,,,,,,2016-11-28,taiga_proza,,,,,,,,,,,,,,,,,,2308,15293,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0013,a1c3bcabd9f3c1e3,author_0251,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0014,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0014.txt,7e00168825781bf39ee5724141b6b69c00c9df2cd498bb9a441fc3c9e69c1c58,ru,prose,,,H,author_0238,,,,,,2012-08-19,taiga_proza,,,,,,,,,,,,,,,,,,892,5817,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0014,e358768ef5e8a195,author_0238,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0015,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0015.txt,03ea5eacfba5ec7934c09a1cfe6440f4e304a620c83411d75e354d9cdc720ec9,ru,prose,,,H,author_0066,,,,,,2015-03-01,taiga_proza,,,,,,,,,,,,,,,,,,1255,9050,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0015,93cf14c4666812ba,author_0066,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0016,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0016.txt,d0b3286d07b25df59d47d029e708e1d7109f17c34fa7d9be92a08e42623676d5,ru,prose,,,H,author_0197,,,,,,2015-06-01,taiga_proza,,,,,,,,,,,,,,,,,,780,5364,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0016,4afdb224485ef987,author_0197,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0017,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0017.txt,66aef505bc7db00a9a861769377026180dbcb25237a9c661d4851805d226b054,ru,prose,,,H,author_0054,,,,,,2016-07-09,taiga_proza,,,,,,,,,,,,,,,,,,724,4354,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0017,65a695e3d1f55556,author_0054,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0018,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0018.txt,461100994ee3e750aee43fdc6ed1ad044d1adfee0dd6f208bcbe6233f608c292,ru,prose,,,H,author_0260,,,,,,2016-06-02,taiga_proza,,,,,,,,,,,,,,,,,,1196,7540,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0018,fa2dd70c89864478,author_0260,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0019,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0019.txt,df53b16a584a8837ff8a4eef6e86def687179de103bcff784d89d83749c3014d,ru,prose,,,H,author_0223,,,,,,2013-10-15,taiga_proza,,,,,,,,,,,,,,,,,,1091,6815,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0019,40cdea9beb2b8057,author_0223,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0020,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0020.txt,595882c7c4227264dd341d128a572dd3877cf97764953f0dab917e01ce3faf1a,ru,prose,,,H,author_0212,,,,,,2014-02-01,taiga_proza,,,,,,,,,,,,,,,,,,1003,6433,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0020,32e488c3e6dba0af,author_0212,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0021,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0021.txt,1cf6357f533546c7f97f908a9cddd54d6c78fba5f08f33efce8aeb8a75ce51b5,ru,prose,,,H,author_0212,,,,,,2013-06-01,taiga_proza,,,,,,,,,,,,,,,,,,852,5338,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0021,8a61b8cd6669ceb0,author_0212,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0022,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0022.txt,10848551e8bf2d7bc0cdde605313a50082dec67446a69dc10baaaf82ac670971,ru,prose,,,H,author_0033,,,,,,2015-06-09,taiga_proza,,,,,,,,,,,,,,,,,,3609,24285,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0022,1dd32935cb91b231,author_0033,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0023,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0023.txt,35b7115960caa0c689b1a866a537aa6995d23268426f434cdde2a980e8c3ba5a,ru,prose,,,H,author_0125,,,,,,2013-02-23,taiga_proza,,,,,,,,,,,,,,,,,,4327,31498,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0023,68837f951e965fe6,author_0125,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0024,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0024.txt,3f94b24ff81731259deac05584a45f833b69c572fab69746e90826303332e91b,ru,prose,,,H,author_0218,,,,,,2016-03-11,taiga_proza,,,,,,,,,,,,,,,,,,762,5059,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0024,48ecd2374b4798a9,author_0218,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0025,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0025.txt,9afe8088aec53a7048e1320d85081769b98fdffd3a63f1bbce1dbb1bf9a4884c,ru,prose,,,H,author_0050,,,,,,2014-06-15,taiga_proza,,,,,,,,,,,,,,,,,,828,5233,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0025,dff1350ae2f1a983,author_0050,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0026,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0026.txt,245fd50071f81d3f63abef9ea7c34f26110d19232835b2bde584442769179684,ru,prose,,,H,author_0223,,,,,,2013-11-04,taiga_proza,,,,,,,,,,,,,,,,,,1065,6552,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0026,17e7bd7852aa5892,author_0223,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0027,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0027.txt,792b73548ca2e26e17051ccff1445e192f799401d5c357682323a9f20b1770ed,ru,prose,,,H,author_0178,,,,,,2010-10-21,taiga_proza,,,,,,,,,,,,,,,,,,3261,21080,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0027,a51305f82dbe8b61,author_0178,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0028,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0028.txt,bc16f23b3ed6cfe1855b028c2c665543a3137329406c51dc12e9a8afb2d0c086,ru,prose,,,H,author_0275,,,,,,2015-01-16,taiga_proza,,,,,,,,,,,,,,,,,,1416,10447,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0028,86970a495f05378b,author_0275,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0029,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0029.txt,64aa6f096aef4a25a633c683bcf2c633cf49b75d52f353a0a1f01d747873d6b9,ru,prose,,,H,author_0275,,,,,,2015-05-11,taiga_proza,,,,,,,,,,,,,,,,,,2628,19085,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0029,c27f0e3e9b3e642d,author_0275,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0030,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0030.txt,e10bf74307d24a28e6103f1c92349e02f106840f75552da9af16bea670ae05b7,ru,prose,,,H,author_0119,,,,,,2015-12-16,taiga_proza,,,,,,,,,,,,,,,,,,2135,14583,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0030,bebe0e5e7999e26a,author_0119,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0031,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0031.txt,733f5fcc5c6ac2e7509db1daad7ea18f57eb1ffb6c4747a8dc3c0a8b528eea65,ru,prose,,,H,author_0125,,,,,,2011-11-23,taiga_proza,,,,,,,,,,,,,,,,,,2036,12425,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0031,851f9600468e9d7c,author_0125,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0032,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0032.txt,ac0272c67add281a80523e093dbd6d97740a76765d4b7930888bc66bd57c2e94,ru,prose,,,H,author_0052,,,,,,2013-03-03,taiga_proza,,,,,,,,,,,,,,,,,,793,5226,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0032,3af47a834cea21b1,author_0052,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
human_prose_taiga_proza_0033,04-corpus/raw-human/taiga_proza/human_prose_taiga_proza_0033.txt,d0a7911359fa7db8a01d6cea4ede76a5f84eef1a8f4aa68a85046c4948dbe2b4,ru,prose,,,H,author_0080,,,,,,2012-08-04,taiga_proza,,,,,,,,,,,,,,,,,,1872,12328,prose,Taiga: for personal and research purposes; авторы могут требовать удаления,исследовательское использование,taiga_proza,human_prose_taiga_proza_0033,323fe29ebab7e6d1,author_0080,taiga_proza,,,,collected,regulation_level=0; самопубликация на Проза.ру: внешних требований к структуре и оформлению нет,,,,,,,,,,,,,
