contrast,brief_id,generation_channel,repeat_index,doc_left,doc_right
P3-P1,b039,gpt,2,gpt_b039_P3_r2,gpt_b039_P1_r2
P3-P1,b039,nemotron,1,nemotron_b039_P3_r1,nemotron_b039_P1_r1
P3-P1,b039,nemotron,2,nemotron_b039_P3_r2,nemotron_b039_P1_r2
P3-P1,b039,real_claude,1,real_claude_b039_P3_r1,real_claude_b039_P1_r1
P3-P1,b039,real_claude,2,real_claude_b039_P3_r2,real_claude_b039_P1_r2
P3-P1,b040,deepseek_pro,1,deepseek_pro_b040_P3_r1,deepseek_pro_b040_P1_r1
P3-P1,b040,deepseek_pro,2,deepseek_pro_b040_P3_r2,deepseek_pro_b040_P1_r2
P3-P1,b040,gpt,1,gpt_b040_P3_r1,gpt_b040_P1_r1
P3-P1,b040,gpt,2,gpt_b040_P3_r2,gpt_b040_P1_r2
P3-P1,b040,nemotron,1,nemotron_b040_P3_r1,nemotron_b040_P1_r1
P3-P1,b040,nemotron,2,nemotron_b040_P3_r2,nemotron_b040_P1_r2
P3-P1,b040,real_claude,1,real_claude_b040_P3_r1,real_claude_b040_P1_r1
P3-P1,b040,real_claude,2,real_claude_b040_P3_r2,real_claude_b040_P1_r2
P3-P1,b041,deepseek_pro,1,deepseek_pro_b041_P3_r1,deepseek_pro_b041_P1_r1
P3-P1,b041,deepseek_pro,2,deepseek_pro_b041_P3_r2,deepseek_pro_b041_P1_r2
P3-P1,b041,gpt,1,gpt_b041_P3_r1,gpt_b041_P1_r1
P3-P1,b041,gpt,2,gpt_b041_P3_r2,gpt_b041_P1_r2
P3-P1,b041,nemotron,1,nemotron_b041_P3_r1,nemotron_b041_P1_r1
P3-P1,b041,nemotron,2,nemotron_b041_P3_r2,nemotron_b041_P1_r2
P3-P1,b041,real_claude,1,real_claude_b041_P3_r1,real_claude_b041_P1_r1
P3-P1,b041,real_claude,2,real_claude_b041_P3_r2,real_claude_b041_P1_r2
P3-P1,b042,deepseek_pro,1,deepseek_pro_b042_P3_r1,deepseek_pro_b042_P1_r1
P3-P1,b042,deepseek_pro,2,deepseek_pro_b042_P3_r2,deepseek_pro_b042_P1_r2
P3-P1,b042,gpt,1,gpt_b042_P3_r1,gpt_b042_P1_r1
P3-P1,b042,gpt,2,gpt_b042_P3_r2,gpt_b042_P1_r2
P3-P1,b042,nemotron,1,nemotron_b042_P3_r1,nemotron_b042_P1_r1
P3-P1,b042,nemotron,2,nemotron_b042_P3_r2,nemotron_b042_P1_r2
P3-P1,b042,real_claude,1,real_claude_b042_P3_r1,real_claude_b042_P1_r1
P3-P1,b042,real_claude,2,real_claude_b042_P3_r2,real_claude_b042_P1_r2
P3-P1,b043,deepseek_pro,1,deepseek_pro_b043_P3_r1,deepseek_pro_b043_P1_r1
P3-P1,b043,deepseek_pro,2,deepseek_pro_b043_P3_r2,deepseek_pro_b043_P1_r2
P3-P1,b043,gpt,1,gpt_b043_P3_r1,gpt_b043_P1_r1
P3-P1,b043,gpt,2,gpt_b043_P3_r2,gpt_b043_P1_r2
P3-P1,b043,nemotron,1,nemotron_b043_P3_r1,nemotron_b043_P1_r1
P3-P1,b043,nemotron,2,nemotron_b043_P3_r2,nemotron_b043_P1_r2
P3-P1,b043,real_claude,1,real_claude_b043_P3_r1,real_claude_b043_P1_r1
P3-P1,b043,real_claude,2,real_claude_b043_P3_r2,real_claude_b043_P1_r2
P3-P1,b044,deepseek_pro,1,deepseek_pro_b044_P3_r1,deepseek_pro_b044_P1_r1
P3-P1,b044,deepseek_pro,2,deepseek_pro_b044_P3_r2,deepseek_pro_b044_P1_r2
P3-P1,b044,gpt,1,gpt_b044_P3_r1,gpt_b044_P1_r1
P3-P1,b044,gpt,2,gpt_b044_P3_r2,gpt_b044_P1_r2
P3-P1,b044,nemotron,1,nemotron_b044_P3_r1,nemotron_b044_P1_r1
P3-P1,b044,nemotron,2,nemotron_b044_P3_r2,nemotron_b044_P1_r2
P3-P1,b044,real_claude,1,real_claude_b044_P3_r1,real_claude_b044_P1_r1
P3-P1,b044,real_claude,2,real_claude_b044_P3_r2,real_claude_b044_P1_r2
P3-P1,b045,deepseek_pro,1,deepseek_pro_b045_P3_r1,deepseek_pro_b045_P1_r1
P3-P1,b045,deepseek_pro,2,deepseek_pro_b045_P3_r2,deepseek_pro_b045_P1_r2
P3-P1,b045,gpt,1,gpt_b045_P3_r1,gpt_b045_P1_r1
P3-P1,b045,gpt,2,gpt_b045_P3_r2,gpt_b045_P1_r2
P3-P1,b045,nemotron,1,nemotron_b045_P3_r1,nemotron_b045_P1_r1
P3-P1,b045,nemotron,2,nemotron_b045_P3_r2,nemotron_b045_P1_r2
P3-P1,b045,real_claude,1,real_claude_b045_P3_r1,real_claude_b045_P1_r1
P3-P1,b045,real_claude,2,real_claude_b045_P3_r2,real_claude_b045_P1_r2
P2-P1,b001,deepseek_pro,1,deepseek_pro_b001_P2_r1,deepseek_pro_b001_P1_r1
P2-P1,b001,deepseek_pro,2,deepseek_pro_b001_P2_r2,deepseek_pro_b001_P1_r2
P2-P1,b001,gpt,1,gpt_b001_P2_r1,gpt_b001_P1_r1
P2-P1,b001,gpt,2,gpt_b001_P2_r2,gpt_b001_P1_r2
P2-P1,b001,nemotron,1,nemotron_b001_P2_r1,nemotron_b001_P1_r1
P2-P1,b001,nemotron,2,nemotron_b001_P2_r2,nemotron_b001_P1_r2
P2-P1,b001,real_claude,1,real_claude_b001_P2_r1,real_claude_b001_P1_r1
P2-P1,b001,real_claude,2,real_claude_b001_P2_r2,real_claude_b001_P1_r2
P2-P1,b002,deepseek_pro,1,deepseek_pro_b002_P2_r1,deepseek_pro_b002_P1_r1
P2-P1,b002,deepseek_pro,2,deepseek_pro_b002_P2_r2,deepseek_pro_b002_P1_r2
P2-P1,b002,gpt,1,gpt_b002_P2_r1,gpt_b002_P1_r1
P2-P1,b002,gpt,2,gpt_b002_P2_r2,gpt_b002_P1_r2
P2-P1,b002,nemotron,1,nemotron_b002_P2_r1,nemotron_b002_P1_r1
P2-P1,b002,nemotron,2,nemotron_b002_P2_r2,nemotron_b002_P1_r2
P2-P1,b002,real_claude,1,real_claude_b002_P2_r1,real_claude_b002_P1_r1
P2-P1,b002,real_claude,2,real_claude_b002_P2_r2,real_claude_b002_P1_r2
P2-P1,b003,deepseek_pro,1,deepseek_pro_b003_P2_r1,deepseek_pro_b003_P1_r1
P2-P1,b003,deepseek_pro,2,deepseek_pro_b003_P2_r2,deepseek_pro_b003_P1_r2
P2-P1,b003,gpt,1,gpt_b003_P2_r1,gpt_b003_P1_r1
P2-P1,b003,gpt,2,gpt_b003_P2_r2,gpt_b003_P1_r2
P2-P1,b003,nemotron,1,nemotron_b003_P2_r1,nemotron_b003_P1_r1
P2-P1,b003,nemotron,2,nemotron_b003_P2_r2,nemotron_b003_P1_r2
P2-P1,b003,real_claude,1,real_claude_b003_P2_r1,real_claude_b003_P1_r1
P2-P1,b003,real_claude,2,real_claude_b003_P2_r2,real_claude_b003_P1_r2
P2-P1,b004,deepseek_pro,1,deepseek_pro_b004_P2_r1,deepseek_pro_b004_P1_r1
P2-P1,b004,deepseek_pro,2,deepseek_pro_b004_P2_r2,deepseek_pro_b004_P1_r2
P2-P1,b004,gpt,1,gpt_b004_P2_r1,gpt_b004_P1_r1
P2-P1,b004,gpt,2,gpt_b004_P2_r2,gpt_b004_P1_r2
P2-P1,b004,nemotron,1,nemotron_b004_P2_r1,nemotron_b004_P1_r1
P2-P1,b004,nemotron,2,nemotron_b004_P2_r2,nemotron_b004_P1_r2
P2-P1,b004,real_claude,1,real_claude_b004_P2_r1,real_claude_b004_P1_r1
P2-P1,b004,real_claude,2,real_claude_b004_P2_r2,real_claude_b004_P1_r2
P2-P1,b005,deepseek_pro,1,deepseek_pro_b005_P2_r1,deepseek_pro_b005_P1_r1
P2-P1,b005,deepseek_pro,2,deepseek_pro_b005_P2_r2,deepseek_pro_b005_P1_r2
P2-P1,b005,gpt,1,gpt_b005_P2_r1,gpt_b005_P1_r1
P2-P1,b005,gpt,2,gpt_b005_P2_r2,gpt_b005_P1_r2
P2-P1,b005,nemotron,1,nemotron_b005_P2_r1,nemotron_b005_P1_r1
P2-P1,b005,nemotron,2,nemotron_b005_P2_r2,nemotron_b005_P1_r2
P2-P1,b005,real_claude,1,real_claude_b005_P2_r1,real_claude_b005_P1_r1
P2-P1,b005,real_claude,2,real_claude_b005_P2_r2,real_claude_b005_P1_r2
P2-P1,b006,deepseek_pro,1,deepseek_pro_b006_P2_r1,deepseek_pro_b006_P1_r1
P2-P1,b006,deepseek_pro,2,deepseek_pro_b006_P2_r2,deepseek_pro_b006_P1_r2
P2-P1,b006,gpt,1,gpt_b006_P2_r1,gpt_b006_P1_r1
P2-P1,b006,gpt,2,gpt_b006_P2_r2,gpt_b006_P1_r2
P2-P1,b006,nemotron,1,nemotron_b006_P2_r1,nemotron_b006_P1_r1
P2-P1,b006,nemotron,2,nemotron_b006_P2_r2,nemotron_b006_P1_r2
P2-P1,b006,real_claude,1,real_claude_b006_P2_r1,real_claude_b006_P1_r1
P2-P1,b006,real_claude,2,real_claude_b006_P2_r2,real_claude_b006_P1_r2
P2-P1,b007,deepseek_pro,1,deepseek_pro_b007_P2_r1,deepseek_pro_b007_P1_r1
P2-P1,b007,deepseek_pro,2,deepseek_pro_b007_P2_r2,deepseek_pro_b007_P1_r2
P2-P1,b007,gpt,1,gpt_b007_P2_r1,gpt_b007_P1_r1
P2-P1,b007,gpt,2,gpt_b007_P2_r2,gpt_b007_P1_r2
P2-P1,b007,nemotron,1,nemotron_b007_P2_r1,nemotron_b007_P1_r1
P2-P1,b007,nemotron,2,nemotron_b007_P2_r2,nemotron_b007_P1_r2
P2-P1,b007,real_claude,1,real_claude_b007_P2_r1,real_claude_b007_P1_r1
P2-P1,b007,real_claude,2,real_claude_b007_P2_r2,real_claude_b007_P1_r2
P2-P1,b008,deepseek_pro,1,deepseek_pro_b008_P2_r1,deepseek_pro_b008_P1_r1
P2-P1,b008,deepseek_pro,2,deepseek_pro_b008_P2_r2,deepseek_pro_b008_P1_r2
P2-P1,b008,gpt,1,gpt_b008_P2_r1,gpt_b008_P1_r1
P2-P1,b008,gpt,2,gpt_b008_P2_r2,gpt_b008_P1_r2
P2-P1,b008,nemotron,1,nemotron_b008_P2_r1,nemotron_b008_P1_r1
P2-P1,b008,nemotron,2,nemotron_b008_P2_r2,nemotron_b008_P1_r2
P2-P1,b008,real_claude,1,real_claude_b008_P2_r1,real_claude_b008_P1_r1
P2-P1,b008,real_claude,2,real_claude_b008_P2_r2,real_claude_b008_P1_r2
P2-P1,b009,deepseek_pro,1,deepseek_pro_b009_P2_r1,deepseek_pro_b009_P1_r1
P2-P1,b009,deepseek_pro,2,deepseek_pro_b009_P2_r2,deepseek_pro_b009_P1_r2
P2-P1,b009,gpt,1,gpt_b009_P2_r1,gpt_b009_P1_r1
P2-P1,b009,gpt,2,gpt_b009_P2_r2,gpt_b009_P1_r2
P2-P1,b009,nemotron,1,nemotron_b009_P2_r1,nemotron_b009_P1_r1
P2-P1,b009,nemotron,2,nemotron_b009_P2_r2,nemotron_b009_P1_r2
P2-P1,b009,real_claude,1,real_claude_b009_P2_r1,real_claude_b009_P1_r1
P2-P1,b009,real_claude,2,real_claude_b009_P2_r2,real_claude_b009_P1_r2
P2-P1,b010,deepseek_pro,1,deepseek_pro_b010_P2_r1,deepseek_pro_b010_P1_r1
P2-P1,b010,deepseek_pro,2,deepseek_pro_b010_P2_r2,deepseek_pro_b010_P1_r2
P2-P1,b010,gpt,1,gpt_b010_P2_r1,gpt_b010_P1_r1
P2-P1,b010,gpt,2,gpt_b010_P2_r2,gpt_b010_P1_r2
P2-P1,b010,nemotron,1,nemotron_b010_P2_r1,nemotron_b010_P1_r1
P2-P1,b010,nemotron,2,nemotron_b010_P2_r2,nemotron_b010_P1_r2
P2-P1,b010,real_claude,1,real_claude_b010_P2_r1,real_claude_b010_P1_r1
P2-P1,b010,real_claude,2,real_claude_b010_P2_r2,real_claude_b010_P1_r2
P2-P1,b011,deepseek_pro,1,deepseek_pro_b011_P2_r1,deepseek_pro_b011_P1_r1
P2-P1,b011,deepseek_pro,2,deepseek_pro_b011_P2_r2,deepseek_pro_b011_P1_r2
P2-P1,b011,gpt,1,gpt_b011_P2_r1,gpt_b011_P1_r1
P2-P1,b011,gpt,2,gpt_b011_P2_r2,gpt_b011_P1_r2
P2-P1,b011,nemotron,1,nemotron_b011_P2_r1,nemotron_b011_P1_r1
P2-P1,b011,nemotron,2,nemotron_b011_P2_r2,nemotron_b011_P1_r2
P2-P1,b011,real_claude,1,real_claude_b011_P2_r1,real_claude_b011_P1_r1
P2-P1,b011,real_claude,2,real_claude_b011_P2_r2,real_claude_b011_P1_r2
P2-P1,b012,deepseek_pro,1,deepseek_pro_b012_P2_r1,deepseek_pro_b012_P1_r1
P2-P1,b012,deepseek_pro,2,deepseek_pro_b012_P2_r2,deepseek_pro_b012_P1_r2
P2-P1,b012,gpt,1,gpt_b012_P2_r1,gpt_b012_P1_r1
P2-P1,b012,gpt,2,gpt_b012_P2_r2,gpt_b012_P1_r2
P2-P1,b012,nemotron,1,nemotron_b012_P2_r1,nemotron_b012_P1_r1
P2-P1,b012,nemotron,2,nemotron_b012_P2_r2,nemotron_b012_P1_r2
P2-P1,b012,real_claude,1,real_claude_b012_P2_r1,real_claude_b012_P1_r1
P2-P1,b012,real_claude,2,real_claude_b012_P2_r2,real_claude_b012_P1_r2
P2-P1,b013,deepseek_pro,1,deepseek_pro_b013_P2_r1,deepseek_pro_b013_P1_r1
P2-P1,b013,deepseek_pro,2,deepseek_pro_b013_P2_r2,deepseek_pro_b013_P1_r2
P2-P1,b013,gpt,1,gpt_b013_P2_r1,gpt_b013_P1_r1
P2-P1,b013,gpt,2,gpt_b013_P2_r2,gpt_b013_P1_r2
P2-P1,b013,nemotron,1,nemotron_b013_P2_r1,nemotron_b013_P1_r1
P2-P1,b013,nemotron,2,nemotron_b013_P2_r2,nemotron_b013_P1_r2
P2-P1,b013,real_claude,1,real_claude_b013_P2_r1,real_claude_b013_P1_r1
P2-P1,b013,real_claude,2,real_claude_b013_P2_r2,real_claude_b013_P1_r2
P2-P1,b014,deepseek_pro,1,deepseek_pro_b014_P2_r1,deepseek_pro_b014_P1_r1
P2-P1,b014,deepseek_pro,2,deepseek_pro_b014_P2_r2,deepseek_pro_b014_P1_r2
P2-P1,b014,gpt,1,gpt_b014_P2_r1,gpt_b014_P1_r1
P2-P1,b014,gpt,2,gpt_b014_P2_r2,gpt_b014_P1_r2
P2-P1,b014,nemotron,1,nemotron_b014_P2_r1,nemotron_b014_P1_r1
P2-P1,b014,nemotron,2,nemotron_b014_P2_r2,nemotron_b014_P1_r2
P2-P1,b014,real_claude,1,real_claude_b014_P2_r1,real_claude_b014_P1_r1
P2-P1,b014,real_claude,2,real_claude_b014_P2_r2,real_claude_b014_P1_r2
P2-P1,b015,deepseek_pro,1,deepseek_pro_b015_P2_r1,deepseek_pro_b015_P1_r1
P2-P1,b015,deepseek_pro,2,deepseek_pro_b015_P2_r2,deepseek_pro_b015_P1_r2
P2-P1,b015,gpt,1,gpt_b015_P2_r1,gpt_b015_P1_r1
P2-P1,b015,gpt,2,gpt_b015_P2_r2,gpt_b015_P1_r2
P2-P1,b015,nemotron,1,nemotron_b015_P2_r1,nemotron_b015_P1_r1
P2-P1,b015,nemotron,2,nemotron_b015_P2_r2,nemotron_b015_P1_r2
P2-P1,b015,real_claude,1,real_claude_b015_P2_r1,real_claude_b015_P1_r1
P2-P1,b015,real_claude,2,real_claude_b015_P2_r2,real_claude_b015_P1_r2
P2-P1,b016,deepseek_pro,1,deepseek_pro_b016_P2_r1,deepseek_pro_b016_P1_r1
P2-P1,b016,deepseek_pro,2,deepseek_pro_b016_P2_r2,deepseek_pro_b016_P1_r2
P2-P1,b016,gpt,1,gpt_b016_P2_r1,gpt_b016_P1_r1
P2-P1,b016,gpt,2,gpt_b016_P2_r2,gpt_b016_P1_r2
P2-P1,b016,nemotron,1,nemotron_b016_P2_r1,nemotron_b016_P1_r1
P2-P1,b016,nemotron,2,nemotron_b016_P2_r2,nemotron_b016_P1_r2
P2-P1,b016,real_claude,1,real_claude_b016_P2_r1,real_claude_b016_P1_r1
P2-P1,b016,real_claude,2,real_claude_b016_P2_r2,real_claude_b016_P1_r2
P2-P1,b017,deepseek_pro,1,deepseek_pro_b017_P2_r1,deepseek_pro_b017_P1_r1
P2-P1,b017,deepseek_pro,2,deepseek_pro_b017_P2_r2,deepseek_pro_b017_P1_r2
P2-P1,b017,gpt,1,gpt_b017_P2_r1,gpt_b017_P1_r1
P2-P1,b017,gpt,2,gpt_b017_P2_r2,gpt_b017_P1_r2
P2-P1,b017,nemotron,1,nemotron_b017_P2_r1,nemotron_b017_P1_r1
P2-P1,b017,nemotron,2,nemotron_b017_P2_r2,nemotron_b017_P1_r2
P2-P1,b017,real_claude,1,real_claude_b017_P2_r1,real_claude_b017_P1_r1
P2-P1,b017,real_claude,2,real_claude_b017_P2_r2,real_claude_b017_P1_r2
P2-P1,b018,deepseek_pro,1,deepseek_pro_b018_P2_r1,deepseek_pro_b018_P1_r1
P2-P1,b018,deepseek_pro,2,deepseek_pro_b018_P2_r2,deepseek_pro_b018_P1_r2
P2-P1,b018,gpt,1,gpt_b018_P2_r1,gpt_b018_P1_r1
P2-P1,b018,gpt,2,gpt_b018_P2_r2,gpt_b018_P1_r2
P2-P1,b018,nemotron,1,nemotron_b018_P2_r1,nemotron_b018_P1_r1
P2-P1,b018,nemotron,2,nemotron_b018_P2_r2,nemotron_b018_P1_r2
P2-P1,b018,real_claude,1,real_claude_b018_P2_r1,real_claude_b018_P1_r1
P2-P1,b018,real_claude,2,real_claude_b018_P2_r2,real_claude_b018_P1_r2
P2-P1,b019,deepseek_pro,1,deepseek_pro_b019_P2_r1,deepseek_pro_b019_P1_r1
P2-P1,b019,deepseek_pro,2,deepseek_pro_b019_P2_r2,deepseek_pro_b019_P1_r2
P2-P1,b019,gpt,1,gpt_b019_P2_r1,gpt_b019_P1_r1
P2-P1,b019,gpt,2,gpt_b019_P2_r2,gpt_b019_P1_r2
P2-P1,b019,nemotron,1,nemotron_b019_P2_r1,nemotron_b019_P1_r1
P2-P1,b019,nemotron,2,nemotron_b019_P2_r2,nemotron_b019_P1_r2
P2-P1,b019,real_claude,1,real_claude_b019_P2_r1,real_claude_b019_P1_r1
P2-P1,b019,real_claude,2,real_claude_b019_P2_r2,real_claude_b019_P1_r2
P2-P1,b020,deepseek_pro,1,deepseek_pro_b020_P2_r1,deepseek_pro_b020_P1_r1
P2-P1,b020,deepseek_pro,2,deepseek_pro_b020_P2_r2,deepseek_pro_b020_P1_r2
P2-P1,b020,gpt,1,gpt_b020_P2_r1,gpt_b020_P1_r1
P2-P1,b020,gpt,2,gpt_b020_P2_r2,gpt_b020_P1_r2
P2-P1,b020,nemotron,1,nemotron_b020_P2_r1,nemotron_b020_P1_r1
P2-P1,b020,nemotron,2,nemotron_b020_P2_r2,nemotron_b020_P1_r2
P2-P1,b020,real_claude,1,real_claude_b020_P2_r1,real_claude_b020_P1_r1
P2-P1,b020,real_claude,2,real_claude_b020_P2_r2,real_claude_b020_P1_r2
P2-P1,b021,deepseek_pro,1,deepseek_pro_b021_P2_r1,deepseek_pro_b021_P1_r1
P2-P1,b021,deepseek_pro,2,deepseek_pro_b021_P2_r2,deepseek_pro_b021_P1_r2
P2-P1,b021,gpt,1,gpt_b021_P2_r1,gpt_b021_P1_r1
P2-P1,b021,gpt,2,gpt_b021_P2_r2,gpt_b021_P1_r2
P2-P1,b021,nemotron,1,nemotron_b021_P2_r1,nemotron_b021_P1_r1
P2-P1,b021,nemotron,2,nemotron_b021_P2_r2,nemotron_b021_P1_r2
P2-P1,b021,real_claude,1,real_claude_b021_P2_r1,real_claude_b021_P1_r1
P2-P1,b021,real_claude,2,real_claude_b021_P2_r2,real_claude_b021_P1_r2
P2-P1,b022,deepseek_pro,1,deepseek_pro_b022_P2_r1,deepseek_pro_b022_P1_r1
P2-P1,b022,deepseek_pro,2,deepseek_pro_b022_P2_r2,deepseek_pro_b022_P1_r2
P2-P1,b022,gpt,1,gpt_b022_P2_r1,gpt_b022_P1_r1
P2-P1,b022,gpt,2,gpt_b022_P2_r2,gpt_b022_P1_r2
P2-P1,b022,nemotron,1,nemotron_b022_P2_r1,nemotron_b022_P1_r1
P2-P1,b022,nemotron,2,nemotron_b022_P2_r2,nemotron_b022_P1_r2
P2-P1,b022,real_claude,1,real_claude_b022_P2_r1,real_claude_b022_P1_r1
P2-P1,b022,real_claude,2,real_claude_b022_P2_r2,real_claude_b022_P1_r2
P2-P1,b023,deepseek_pro,1,deepseek_pro_b023_P2_r1,deepseek_pro_b023_P1_r1
P2-P1,b023,deepseek_pro,2,deepseek_pro_b023_P2_r2,deepseek_pro_b023_P1_r2
P2-P1,b023,gpt,1,gpt_b023_P2_r1,gpt_b023_P1_r1
P2-P1,b023,gpt,2,gpt_b023_P2_r2,gpt_b023_P1_r2
P2-P1,b023,nemotron,1,nemotron_b023_P2_r1,nemotron_b023_P1_r1
P2-P1,b023,nemotron,2,nemotron_b023_P2_r2,nemotron_b023_P1_r2
P2-P1,b023,real_claude,1,real_claude_b023_P2_r1,real_claude_b023_P1_r1
P2-P1,b023,real_claude,2,real_claude_b023_P2_r2,real_claude_b023_P1_r2
P2-P1,b024,deepseek_pro,1,deepseek_pro_b024_P2_r1,deepseek_pro_b024_P1_r1
P2-P1,b024,deepseek_pro,2,deepseek_pro_b024_P2_r2,deepseek_pro_b024_P1_r2
P2-P1,b024,gpt,1,gpt_b024_P2_r1,gpt_b024_P1_r1
P2-P1,b024,gpt,2,gpt_b024_P2_r2,gpt_b024_P1_r2
P2-P1,b024,nemotron,1,nemotron_b024_P2_r1,nemotron_b024_P1_r1
P2-P1,b024,nemotron,2,nemotron_b024_P2_r2,nemotron_b024_P1_r2
P2-P1,b024,real_claude,1,real_claude_b024_P2_r1,real_claude_b024_P1_r1
P2-P1,b024,real_claude,2,real_claude_b024_P2_r2,real_claude_b024_P1_r2
P2-P1,b025,deepseek_pro,1,deepseek_pro_b025_P2_r1,deepseek_pro_b025_P1_r1
P2-P1,b025,deepseek_pro,2,deepseek_pro_b025_P2_r2,deepseek_pro_b025_P1_r2
P2-P1,b025,gpt,1,gpt_b025_P2_r1,gpt_b025_P1_r1
P2-P1,b025,gpt,2,gpt_b025_P2_r2,gpt_b025_P1_r2
P2-P1,b025,nemotron,1,nemotron_b025_P2_r1,nemotron_b025_P1_r1
P2-P1,b025,nemotron,2,nemotron_b025_P2_r2,nemotron_b025_P1_r2
P2-P1,b025,real_claude,1,real_claude_b025_P2_r1,real_claude_b025_P1_r1
P2-P1,b025,real_claude,2,real_claude_b025_P2_r2,real_claude_b025_P1_r2
P2-P1,b026,deepseek_pro,1,deepseek_pro_b026_P2_r1,deepseek_pro_b026_P1_r1
P2-P1,b026,deepseek_pro,2,deepseek_pro_b026_P2_r2,deepseek_pro_b026_P1_r2
P2-P1,b026,gpt,1,gpt_b026_P2_r1,gpt_b026_P1_r1
P2-P1,b026,gpt,2,gpt_b026_P2_r2,gpt_b026_P1_r2
P2-P1,b026,nemotron,1,nemotron_b026_P2_r1,nemotron_b026_P1_r1
P2-P1,b026,nemotron,2,nemotron_b026_P2_r2,nemotron_b026_P1_r2
P2-P1,b026,real_claude,1,real_claude_b026_P2_r1,real_claude_b026_P1_r1
P2-P1,b026,real_claude,2,real_claude_b026_P2_r2,real_claude_b026_P1_r2
P2-P1,b027,deepseek_pro,1,deepseek_pro_b027_P2_r1,deepseek_pro_b027_P1_r1
P2-P1,b027,deepseek_pro,2,deepseek_pro_b027_P2_r2,deepseek_pro_b027_P1_r2
P2-P1,b027,gpt,1,gpt_b027_P2_r1,gpt_b027_P1_r1
P2-P1,b027,gpt,2,gpt_b027_P2_r2,gpt_b027_P1_r2
P2-P1,b027,nemotron,1,nemotron_b027_P2_r1,nemotron_b027_P1_r1
P2-P1,b027,nemotron,2,nemotron_b027_P2_r2,nemotron_b027_P1_r2
P2-P1,b027,real_claude,1,real_claude_b027_P2_r1,real_claude_b027_P1_r1
P2-P1,b027,real_claude,2,real_claude_b027_P2_r2,real_claude_b027_P1_r2
P2-P1,b028,deepseek_pro,1,deepseek_pro_b028_P2_r1,deepseek_pro_b028_P1_r1
P2-P1,b028,deepseek_pro,2,deepseek_pro_b028_P2_r2,deepseek_pro_b028_P1_r2
P2-P1,b028,gpt,1,gpt_b028_P2_r1,gpt_b028_P1_r1
P2-P1,b028,gpt,2,gpt_b028_P2_r2,gpt_b028_P1_r2
P2-P1,b028,nemotron,1,nemotron_b028_P2_r1,nemotron_b028_P1_r1
P2-P1,b028,nemotron,2,nemotron_b028_P2_r2,nemotron_b028_P1_r2
P2-P1,b028,real_claude,1,real_claude_b028_P2_r1,real_claude_b028_P1_r1
P2-P1,b028,real_claude,2,real_claude_b028_P2_r2,real_claude_b028_P1_r2
P2-P1,b029,deepseek_pro,1,deepseek_pro_b029_P2_r1,deepseek_pro_b029_P1_r1
P2-P1,b029,deepseek_pro,2,deepseek_pro_b029_P2_r2,deepseek_pro_b029_P1_r2
P2-P1,b029,gpt,1,gpt_b029_P2_r1,gpt_b029_P1_r1
P2-P1,b029,gpt,2,gpt_b029_P2_r2,gpt_b029_P1_r2
P2-P1,b029,nemotron,1,nemotron_b029_P2_r1,nemotron_b029_P1_r1
P2-P1,b029,nemotron,2,nemotron_b029_P2_r2,nemotron_b029_P1_r2
P2-P1,b029,real_claude,1,real_claude_b029_P2_r1,real_claude_b029_P1_r1
P2-P1,b029,real_claude,2,real_claude_b029_P2_r2,real_claude_b029_P1_r2
P2-P1,b030,deepseek_pro,1,deepseek_pro_b030_P2_r1,deepseek_pro_b030_P1_r1
P2-P1,b030,deepseek_pro,2,deepseek_pro_b030_P2_r2,deepseek_pro_b030_P1_r2
P2-P1,b030,gpt,1,gpt_b030_P2_r1,gpt_b030_P1_r1
P2-P1,b030,gpt,2,gpt_b030_P2_r2,gpt_b030_P1_r2
P2-P1,b030,nemotron,1,nemotron_b030_P2_r1,nemotron_b030_P1_r1
P2-P1,b030,nemotron,2,nemotron_b030_P2_r2,nemotron_b030_P1_r2
P2-P1,b030,real_claude,1,real_claude_b030_P2_r1,real_claude_b030_P1_r1
P2-P1,b030,real_claude,2,real_claude_b030_P2_r2,real_claude_b030_P1_r2
P2-P1,b031,deepseek_pro,1,deepseek_pro_b031_P2_r1,deepseek_pro_b031_P1_r1
P2-P1,b031,deepseek_pro,2,deepseek_pro_b031_P2_r2,deepseek_pro_b031_P1_r2
P2-P1,b031,gpt,1,gpt_b031_P2_r1,gpt_b031_P1_r1
P2-P1,b031,gpt,2,gpt_b031_P2_r2,gpt_b031_P1_r2
P2-P1,b031,nemotron,1,nemotron_b031_P2_r1,nemotron_b031_P1_r1
P2-P1,b031,nemotron,2,nemotron_b031_P2_r2,nemotron_b031_P1_r2
P2-P1,b031,real_claude,1,real_claude_b031_P2_r1,real_claude_b031_P1_r1
P2-P1,b031,real_claude,2,real_claude_b031_P2_r2,real_claude_b031_P1_r2
P2-P1,b032,deepseek_pro,1,deepseek_pro_b032_P2_r1,deepseek_pro_b032_P1_r1
P2-P1,b032,deepseek_pro,2,deepseek_pro_b032_P2_r2,deepseek_pro_b032_P1_r2
P2-P1,b032,gpt,1,gpt_b032_P2_r1,gpt_b032_P1_r1
P2-P1,b032,gpt,2,gpt_b032_P2_r2,gpt_b032_P1_r2
P2-P1,b032,nemotron,1,nemotron_b032_P2_r1,nemotron_b032_P1_r1
P2-P1,b032,nemotron,2,nemotron_b032_P2_r2,nemotron_b032_P1_r2
