n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,split,model,estimand,slice,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-translation,fpr_HH-polished,fpr_HH-formal-register
167,0,167,,,,,,holdout_genre_prose,main+M02,full,H/уровень 3,0.0658682634730539,0.014634146341463415,0.2153846153846154,0.0658682634730539,,,0.0658682634730539
572,,,,,,,,holdout_genre_prose,main+M02,full,macro по стратам,0.08024230018693687,,,,,,
572,,,,,,,,holdout_genre_prose,main+M02,full,худшая страта,0.1,,,,,,
73,0,73,,,,,,holdout_genre_science,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
152,0,152,,,,,,holdout_genre_science,main,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_science,main,full,H/уровень 3,0.0658682634730539,0.014925373134328358,0.2112676056338028,0.0658682634730539,,,0.0658682634730539
392,,,,,,,,holdout_genre_science,main,full,macro по стратам,0.040040682873618304,,,,,,
392,,,,,,,,holdout_genre_science,main,full,худшая страта,0.0658682634730539,,,,,,
73,0,73,,,,,,holdout_genre_science,main,net,H/без уровня,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.0547945205479452,0.0547945205479452,,
152,0,152,,,,,,holdout_genre_science,main,net,H/уровень 1,0.046052631578947366,0.03125,0.05,0.046052631578947366,,0.046052631578947366,
167,0,167,,,,,,holdout_genre_science,main,net,H/уровень 3,0.11976047904191617,0.05539358600583091,0.3064516129032258,0.11976047904191617,,,0.11976047904191617
392,,,,,,,,holdout_genre_science,main,net,macro по стратам,0.07353587705626959,,,,,,
392,,,,,,,,holdout_genre_science,main,net,худшая страта,0.11976047904191617,,,,,,
73,0,73,,,,,,holdout_genre_science,length-only,full,H/без уровня,0.8904109589041096,0.8082191780821918,0.958904109589041,0.8904109589041096,0.8904109589041096,,
152,0,152,,,,,,holdout_genre_science,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_genre_science,length-only,full,H/уровень 3,0.2275449101796407,0.12992125984251968,0.45121951219512196,0.2275449101796407,,,0.2275449101796407
392,,,,,,,,holdout_genre_science,length-only,full,macro по стратам,0.6862484475893202,,,,,,
392,,,,,,,,holdout_genre_science,length-only,full,худшая страта,0.9407894736842105,,,,,,
73,0,73,,,,,,holdout_genre_science,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_science,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_science,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_science,genre-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_science,genre-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_science,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_science,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_science,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_science,source-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_science,source-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_science,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_science,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_science,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.08571428571428572,0.017964071856287425,,,0.017964071856287425
392,,,,,,,,holdout_genre_science,format-only,full,macro по стратам,0.010554233997757909,,,,,,
392,,,,,,,,holdout_genre_science,format-only,full,худшая страта,0.017964071856287425,,,,,,
73,0,73,,,,,,holdout_genre_science,main+M02,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_genre_science,main+M02,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_science,main+M02,full,H/уровень 3,0.05389221556886228,0.010309278350515464,0.17105263157894737,0.05389221556886228,,,0.05389221556886228
392,,,,,,,,holdout_genre_science,main+M02,full,macro по стратам,0.03148245685989232,,,,,,
392,,,,,,,,holdout_genre_science,main+M02,full,худшая страта,0.05389221556886228,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,main,full,H/без уровня,0.1232876712328767,0.0547945205479452,0.2054794520547945,0.1232876712328767,0.1232876712328767,,
152,0,152,,,,,,holdout_genre_seo,main,full,H/уровень 1,0.06578947368421052,0.03333333333333333,0.1,0.06578947368421052,,0.06578947368421052,
231,0,231,,,,,,holdout_genre_seo,main,full,H/уровень 2,0.38961038961038963,0.275,0.5056818181818182,,,,
167,0,167,,,,,,holdout_genre_seo,main,full,H/уровень 3,0.5209580838323353,0.46443514644351463,0.6721311475409836,0.5209580838323353,,,0.5209580838323353
983,,,,,,,,holdout_genre_seo,main,full,macro по стратам,0.27491140458995306,,,,,,
983,,,,,,,,holdout_genre_seo,main,full,худшая страта,0.5209580838323353,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,net,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,net,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,main,net,H/без уровня,0.2054794520547945,0.1232876712328767,0.3013698630136986,0.2054794520547945,0.2054794520547945,,
152,0,152,,,,,,holdout_genre_seo,main,net,H/уровень 1,0.1513157894736842,0.11666666666666667,0.21875,0.1513157894736842,,0.1513157894736842,
231,0,231,,,,,,holdout_genre_seo,main,net,H/уровень 2,0.36363636363636365,0.2549019607843137,0.47305389221556887,,,,
167,0,167,,,,,,holdout_genre_seo,main,net,H/уровень 3,0.5688622754491018,0.49295774647887325,0.78125,0.5688622754491018,,,0.5688622754491018
983,,,,,,,,holdout_genre_seo,main,net,macro по стратам,0.32232347015348606,,,,,,
983,,,,,,,,holdout_genre_seo,main,net,худшая страта,0.5688622754491018,,,,,,
120,120,0,,,,,,holdout_genre_seo,length-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,length-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,length-only,full,H/без уровня,0.7945205479452054,0.6986301369863014,0.8904109589041096,0.7945205479452054,0.7945205479452054,,
152,0,152,,,,,,holdout_genre_seo,length-only,full,H/уровень 1,0.9078947368421053,0.8333333333333334,0.9833333333333333,0.9078947368421053,,0.9078947368421053,
231,0,231,,,,,,holdout_genre_seo,length-only,full,H/уровень 2,0.7705627705627706,0.6235955056179775,0.8868778280542986,,,,
167,0,167,,,,,,holdout_genre_seo,length-only,full,H/уровень 3,0.281437125748503,0.15673981191222572,0.7049180327868853,0.281437125748503,,,0.281437125748503
983,,,,,,,,holdout_genre_seo,length-only,full,macro по стратам,0.6886037952746461,,,,,,
983,,,,,,,,holdout_genre_seo,length-only,full,худшая страта,0.9078947368421053,,,,,,
120,120,0,,,,,,holdout_genre_seo,genre-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,genre-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_seo,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
231,0,231,,,,,,holdout_genre_seo,genre-only,full,H/уровень 2,1.0,1.0,1.0,,,,
167,0,167,,,,,,holdout_genre_seo,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
983,,,,,,,,holdout_genre_seo,genre-only,full,macro по стратам,1.0,,,,,,
983,,,,,,,,holdout_genre_seo,genre-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_seo,source-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,source-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_seo,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
231,0,231,,,,,,holdout_genre_seo,source-only,full,H/уровень 2,1.0,1.0,1.0,,,,
167,0,167,,,,,,holdout_genre_seo,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
983,,,,,,,,holdout_genre_seo,source-only,full,macro по стратам,1.0,,,,,,
983,,,,,,,,holdout_genre_seo,source-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_seo,format-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,format-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,format-only,full,H/без уровня,0.0,0.0,0.0,0.0,0.0,,
152,0,152,,,,,,holdout_genre_seo,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
231,0,231,,,,,,holdout_genre_seo,format-only,full,H/уровень 2,0.008658008658008658,0.0,0.025510204081632654,,,,
167,0,167,,,,,,holdout_genre_seo,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.08571428571428572,0.017964071856287425,,,0.017964071856287425
983,,,,,,,,holdout_genre_seo,format-only,full,macro по стратам,0.006655520128574021,,,,,,
983,,,,,,,,holdout_genre_seo,format-only,full,худшая страта,0.017964071856287425,,,,,,
120,120,0,,,,,,holdout_genre_seo,main+M02,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main+M02,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_seo,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_seo,main+M02,full,H/без уровня,0.1095890410958904,0.0410958904109589,0.1780821917808219,0.1095890410958904,0.1095890410958904,,
152,0,152,,,,,,holdout_genre_seo,main+M02,full,H/уровень 1,0.06578947368421052,0.03333333333333333,0.09375,0.06578947368421052,,0.06578947368421052,
231,0,231,,,,,,holdout_genre_seo,main+M02,full,H/уровень 2,0.33766233766233766,0.23333333333333334,0.44021739130434784,,,,
167,0,167,,,,,,holdout_genre_seo,main+M02,full,H/уровень 3,0.47305389221556887,0.40625,0.654320987654321,0.47305389221556887,,,0.47305389221556887
983,,,,,,,,holdout_genre_seo,main+M02,full,macro по стратам,0.24652368616450188,,,,,,
983,,,,,,,,holdout_genre_seo,main+M02,full,худшая страта,0.47305389221556887,,,,,,
73,0,73,,,,,,holdout_genre_translation,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
152,0,152,,,,,,holdout_genre_translation,main,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_translation,main,full,H/уровень 3,0.0658682634730539,0.014925373134328358,0.2112676056338028,0.0658682634730539,,,0.0658682634730539
392,,,,,,,,holdout_genre_translation,main,full,macro по стратам,0.040040682873618304,,,,,,
392,,,,,,,,holdout_genre_translation,main,full,худшая страта,0.0658682634730539,,,,,,
73,0,73,,,,,,holdout_genre_translation,main,net,H/без уровня,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.0547945205479452,0.0547945205479452,,
152,0,152,,,,,,holdout_genre_translation,main,net,H/уровень 1,0.046052631578947366,0.03125,0.05,0.046052631578947366,,0.046052631578947366,
167,0,167,,,,,,holdout_genre_translation,main,net,H/уровень 3,0.11976047904191617,0.05539358600583091,0.3064516129032258,0.11976047904191617,,,0.11976047904191617
392,,,,,,,,holdout_genre_translation,main,net,macro по стратам,0.07353587705626959,,,,,,
392,,,,,,,,holdout_genre_translation,main,net,худшая страта,0.11976047904191617,,,,,,
73,0,73,,,,,,holdout_genre_translation,length-only,full,H/без уровня,0.8904109589041096,0.8082191780821918,0.958904109589041,0.8904109589041096,0.8904109589041096,,
152,0,152,,,,,,holdout_genre_translation,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_genre_translation,length-only,full,H/уровень 3,0.2275449101796407,0.12992125984251968,0.45121951219512196,0.2275449101796407,,,0.2275449101796407
392,,,,,,,,holdout_genre_translation,length-only,full,macro по стратам,0.6862484475893202,,,,,,
392,,,,,,,,holdout_genre_translation,length-only,full,худшая страта,0.9407894736842105,,,,,,
73,0,73,,,,,,holdout_genre_translation,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_translation,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_translation,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_translation,genre-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_translation,genre-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_translation,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_translation,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_translation,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_translation,source-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_translation,source-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_translation,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_translation,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_translation,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.08571428571428572,0.017964071856287425,,,0.017964071856287425
392,,,,,,,,holdout_genre_translation,format-only,full,macro по стратам,0.010554233997757909,,,,,,
392,,,,,,,,holdout_genre_translation,format-only,full,худшая страта,0.017964071856287425,,,,,,
73,0,73,,,,,,holdout_genre_translation,main+M02,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_genre_translation,main+M02,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_translation,main+M02,full,H/уровень 3,0.05389221556886228,0.010309278350515464,0.17105263157894737,0.05389221556886228,,,0.05389221556886228
392,,,,,,,,holdout_genre_translation,main+M02,full,macro по стратам,0.03148245685989232,,,,,,
392,,,,,,,,holdout_genre_translation,main+M02,full,худшая страта,0.05389221556886228,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,main,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_model_Anthropic,main,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_model_Anthropic,main,full,H/уровень 3,0.05389221556886228,0.013333333333333334,0.17567567567567569,0.05389221556886228,,,0.05389221556886228
662,,,,,,,,holdout_model_Anthropic,main,full,macro по стратам,0.03148245685989232,,,,,,
662,,,,,,,,holdout_model_Anthropic,main,full,худшая страта,0.05389221556886228,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,net,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,net,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,main,net,H/без уровня,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.0547945205479452,0.0547945205479452,,
152,0,152,,,,,,holdout_model_Anthropic,main,net,H/уровень 1,0.05263157894736842,0.03333333333333333,0.06666666666666667,0.05263157894736842,,0.05263157894736842,
167,0,167,,,,,,holdout_model_Anthropic,main,net,H/уровень 3,0.10179640718562874,0.040892193308550186,0.265625,0.10179640718562874,,,0.10179640718562874
662,,,,,,,,holdout_model_Anthropic,main,net,macro по стратам,0.06974083556031412,,,,,,
662,,,,,,,,holdout_model_Anthropic,main,net,худшая страта,0.10179640718562874,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,length-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,length-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,length-only,full,H/без уровня,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.8767123287671232,0.8767123287671232,,
152,0,152,,,,,,holdout_model_Anthropic,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_model_Anthropic,length-only,full,H/уровень 3,0.2155688622754491,0.12101910828025478,0.4155844155844156,0.2155688622754491,,,0.2155688622754491
662,,,,,,,,holdout_model_Anthropic,length-only,full,macro по стратам,0.6776902215755943,,,,,,
662,,,,,,,,holdout_model_Anthropic,length-only,full,худшая страта,0.9407894736842105,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,genre-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,genre-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_model_Anthropic,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_model_Anthropic,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
662,,,,,,,,holdout_model_Anthropic,genre-only,full,macro по стратам,1.0,,,,,,
662,,,,,,,,holdout_model_Anthropic,genre-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,source-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,source-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_model_Anthropic,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_model_Anthropic,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
662,,,,,,,,holdout_model_Anthropic,source-only,full,macro по стратам,1.0,,,,,,
662,,,,,,,,holdout_model_Anthropic,source-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,format-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,format-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_model_Anthropic,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_model_Anthropic,format-only,full,H/уровень 3,0.029940119760479042,0.008,0.08823529411764706,0.029940119760479042,,,0.029940119760479042
662,,,,,,,,holdout_model_Anthropic,format-only,full,macro по стратам,0.014546249965821781,,,,,,
662,,,,,,,,holdout_model_Anthropic,format-only,full,худшая страта,0.029940119760479042,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main+M02,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main+M02,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_Anthropic,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_Anthropic,main+M02,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_model_Anthropic,main+M02,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_model_Anthropic,main+M02,full,H/уровень 3,0.05389221556886228,0.010309278350515464,0.17105263157894737,0.05389221556886228,,,0.05389221556886228
662,,,,,,,,holdout_model_Anthropic,main+M02,full,macro по стратам,0.03148245685989232,,,,,,
